iter	Passed	Remaining
1677	14255	70698
1678	14264	70691
1679	14272	70682
1680	14280	70674
1681	14289	70666
1682	14298	70658
1683	14306	70649
1684	14315	70642
1685	14323	70633
1686	14332	70623
1687	14340	70614
1688	14348	70606
1689	14357	70597
1690	14365	70587
1691	14373	70578
1692	14382	70569
1693	14390	70560
1694	14399	70551
1695	14407	70541
1696	14415	70532
1697	14424	70523
1698	14432	70513
1699	14440	70505
1700	14449	70496
1701	14457	70488
1702	14466	70478
1703	14474	70469
1704	14482	70460
1705	14491	70452
1706	14499	70442
1707	14508	70433
1708	14516	70424
1709	14524	70414
1710	14533	70406
1711	14541	70397
1712	14549	70388
1713	14558	70379
1714	14566	70371
1715	14575	70362
1716	14583	70354
1717	14592	70344
1718	14600	70335
1719	14608	70326
1720	14617	70317
1721	14625	70308
1722	14634	70299
1723	14642	70290
1724	14650	70281
1725	14659	70272
1726	14667	70262
1727	14676	70256
1728	14685	70248
1729	14693	70242
1730	14703	70236
1731	14711	70228
1732	14719	70219
1733	14729	70216
1734	14738	70210
1735	14748	70206
1736	14757	70200
1737	14766	70197
1738	14775	70188
1739	14783	70180
1740	14792	70171
1741	14800	70162
1742	14809	70155
1743	14817	70146
1744	14826	70136
1745	14834	70127
1746	14842	70118
1747	14851	70109
1748	14859	70100
1749	14867	70091
1750	14876	70084
1751	14885	70078
1752	14894	70071
1753	14903	70064
1754	14912	70057
1755	14920	70049
1756	14929	70043
1757	14938	70036
1758	14947	70028
1759	14955	70020
1760	14964	70011
1761	14972	70002
1762	14981	69993
1763	14989	69985
1764	14998	69977
1765	15006	69969
1766	15015	69960
1767	15023	69952
1768	15032	69943
1769	15040	69935
1770	15050	69931
1771	15058	69923
1772	15067	69915
1773	15075	69906
1774	15084	69898
1775	15093	69891
1776	15101	69883
1777	15110	69874
1778	15118	69865
1779	15127	69856
1780	15135	69847
1781	15143	69839
1782	15152	69829
1783	15160	69820
1784	15168	69811
1785	15177	69803
1786	15186	69796
1787	15195	69788
1788	15203	69781
1789	15212	69774
1790	15221	69768
1791	15230	69761
1792	15239	69756
1793	15248	69749
1794	15257	69741
1795	15266	69734
1796	15274	69726
1797	15283	69718
1798	15291	69710
1799	15300	69703
1800	15309	69694
1801	15318	69687
1802	15326	69679
1803	15335	69671
1804	15343	69663
1805	15352	69654
1806	15360	69645
1807	15368	69636
1808	15377	69627
1809	15385	69618
1810	15394	69610
1811	15402	69602
1812	15411	69593
1813	15420	69586
1814	15428	69577
1815	15437	69569
1816	15445	69560
1817	15454	69552
1818	15462	69543
1819	15471	69535
1820	15480	69528
1821	15488	69520
1822	15497	69513
1823	15505	69504
1824	15514	69496
1825	15522	69487
1826	15531	69479
1827	15540	69471
1828	15548	69462
1829	15556	69453
1830	15565	69444
1831	15573	69436
1832	15582	69426
1833	15590	69418
1834	15599	69409
1835	15607	69400
1836	15615	69391
1837	15624	69383
1838	15632	69374
1839	15641	69365
1840	15649	69356
1841	15657	69347
1842	15666	69338
1843	15674	69329
1844	15683	69320
1845	15691	69311
1846	15700	69305
1847	15709	69298
1848	15718	69290
1849	15726	69280
1850	15734	69272
1851	15743	69263
1852	15752	69256
1853	15760	69247
1854	15768	69238
1855	15777	69230
1856	15786	69222
1857	15794	69213
1858	15802	69203
1859	15811	69195
1860	15819	69186
1861	15828	69178
1862	15836	69169
1863	15845	69160
1864	15853	69152
1865	15862	69143
1866	15870	69134
1867	15878	69125
1868	15887	69116
1869	15895	69107
1870	15904	69101
1871	15912	69092
1872	15921	69083
1873	15929	69074
1874	15938	69065
1875	15946	69056
1876	15955	69050
1877	15964	69042
1878	15973	69036
1879	15981	69028
1880	15990	69020
1881	15999	69013
1882	16008	69005
1883	16016	68997
1884	16025	68989
1885	16033	68980
1886	16041	68970
1887	16050	68962
1888	16060	68959
1889	16070	68957
1890	16078	68949
1891	16087	68941
1892	16096	68934
1893	16104	68926
1894	16113	68916
1895	16121	68908
1896	16129	68898
1897	16138	68889
1898	16146	68881
1899	16155	68872
1900	16163	68862
1901	16171	68853
1902	16180	68844
1903	16188	68835
1904	16196	68826
1905	16205	68816
1906	16213	68807
1907	16221	68798
1908	16230	68790
1909	16239	68782
1910	16247	68773
1911	16255	68764
1912	16264	68755
1913	16272	68745
1914	16280	68736
1915	16289	68728
1916	16297	68719
1917	16306	68712
1918	16315	68703
1919	16323	68694
1920	16331	68685
1921	16340	68677
1922	16348	68668
1923	16357	68660
1924	16365	68651
1925	16374	68642
1926	16382	68634
1927	16391	68626
1928	16400	68618
1929	16408	68609
1930	16416	68600
1931	16425	68592
1932	16433	68583
1933	16442	68574
1934	16450	68564
1935	16458	68555
1936	16467	68546
1937	16475	68536
1938	16483	68528
1939	16492	68519
1940	16500	68510
1941	16508	68500
1942	16517	68492
1943	16525	68483
1944	16534	68475
1945	16542	68467
1946	16551	68458
1947	16559	68449
1948	16568	68440
1949	16576	68433
1950	16585	68424
1951	16593	68415
1952	16602	68406
1953	16610	68397
1954	16618	68388
1955	16627	68380
1956	16636	68372
1957	16644	68364
1958	16653	68355
1959	16661	68346
1960	16669	68337
1961	16678	68328
1962	16686	68320
1963	16695	68314
1964	16705	68307
1965	16713	68298
1966	16721	68289
1967	16730	68280
1968	16738	68271
1969	16746	68262
1970	16755	68253
1971	16763	68245
1972	16772	68235
1973	16780	68227
1974	16788	68218
1975	16797	68209
1976	16805	68200
1977	16813	68190
1978	16822	68181
1979	16830	68172
1980	16839	68164
1981	16847	68155
1982	16856	68146
1983	16864	68137
1984	16872	68129
1985	16881	68120
1986	16889	68111
1987	16898	68102
1988	16906	68093
1989	16914	68084
1990	16923	68075
1991	16931	68066
1992	16940	68058
1993	16948	68049
1994	16956	68040
1995	16965	68032
1996	16974	68024
1997	16982	68015
1998	16991	68007
1999	16999	67999
2000	17008	67990
2001	17017	67983
2002	17026	67976
2003	17035	67972
2004	17046	67971
2005	17056	67970
2006	17065	67963
2007	17073	67955
2008	17082	67946
2009	17090	67936
2010	17098	67926
2011	17106	67916
2012	17114	67906
2013	17122	67896
2014	17131	67886
2015	17139	67877
2016	17147	67867
2017	17155	67858
2018	17164	67848
2019	17172	67838
2020	17180	67828
2021	17188	67819
2022	17196	67810
2023	17205	67800
2024	17213	67790
2025	17221	67780
2026	17229	67770
2027	17237	67761
2028	17245	67751
2029	17254	67741
2030	17262	67731
2031	17270	67720
2032	17278	67710
2033	17286	67701
2034	17295	67693
2035	17303	67684
2036	17311	67674
2037	17319	67664
2038	17327	67654
2039	17336	67645
2040	17344	67635
2041	17352	67625
2042	17360	67616
2043	17368	67606
2044	17377	67596
2045	17385	67587
2046	17393	67577
2047	17401	67567
2048	17410	67559
2049	17418	67549
2050	17426	67539
2051	17434	67530
2052	17443	67521
2053	17451	67511
2054	17459	67500
2055	17467	67490
2056	17475	67480
2057	17483	67470
2058	17492	67462
2059	17500	67453
2060	17509	67445
2061	17517	67435
2062	17526	67428
2063	17534	67420
2064	17542	67410
2065	17551	67401
2066	17559	67391
2067	17567	67382
2068	17576	67373
2069	17584	67363
2070	17592	67353
2071	17600	67344
2072	17608	67334
2073	17616	67324
2074	17625	67315
2075	17633	67305
2076	17641	67295
2077	17649	67286
2078	17657	67276
2079	17665	67265
2080	17673	67256
2081	17681	67245
2082	17690	67236
2083	17699	67229
2084	17707	67219
2085	17715	67208
2086	17723	67198
2087	17731	67190
2088	17740	67183
2089	17749	67175
2090	17758	67167
2091	17766	67160
2092	17775	67152
2093	17784	67145
2094	17793	67138
2095	17802	67131
2096	17811	67125
2097	17819	67116
2098	17828	67108
2099	17836	67100
2100	17845	67091
2101	17853	67082
2102	17862	67076
2103	17871	67070
2104	17880	67061
2105	17889	67057
2106	17898	67049
2107	17907	67043
2108	17916	67036
2109	17925	67029
2110	17934	67024
2111	17943	67015
2112	17951	67006
2113	17959	66997
2114	17968	66988
2115	17976	66979
2116	17985	66970
2117	17993	66961
2118	18001	66951
2119	18009	66942
2120	18018	66932
2121	18026	66923
2122	18034	66914
2123	18044	66909
2124	18053	66902
2125	18061	66894
2126	18070	66885
2127	18079	66880
2128	18088	66872
2129	18096	66864
2130	18105	66856
2131	18114	66848
2132	18122	66840
2133	18131	66832
2134	18139	66824
2135	18148	66815
2136	18157	66808
2137	18165	66800
2138	18174	66793
2139	18183	66785
2140	18192	66777
2141	18201	66771
2142	18210	66766
2143	18219	66758
2144	18227	66750
2145	18236	66741
2146	18244	66733
2147	18253	66725
2148	18262	66717
2149	18270	66707
2150	18278	66699
2151	18287	66693
2152	18296	66686
2153	18305	66678
2154	18314	66671
2155	18323	66664
2156	18332	66656
2157	18341	66649
2158	18349	66642
2159	18358	66635
2160	18367	66627
2161	18376	66620
2162	18385	66613
2163	18394	66606
2164	18402	66598
2165	18411	66590
2166	18420	66585
2167	18429	66577
2168	18438	66569
2169	18447	66563
2170	18456	66558
2171	18465	66550
2172	18474	66543
2173	18483	66536
2174	18493	66532
2175	18502	66525
2176	18510	66517
2177	18519	66509
2178	18528	66502
2179	18536	66494
2180	18546	66488
2181	18555	66482
2182	18564	66476
2183	18573	66469
2184	18582	66462
2185	18591	66454
2186	18600	66450
2187	18609	66441
2188	18617	66434
2189	18626	66426
2190	18635	66418
2191	18643	66409
2192	18652	66400
2193	18660	66392
2194	18669	66383
2195	18677	66374
2196	18686	66368
2197	18695	66360
2198	18703	66350
2199	18711	66340
2200	18719	66331
2201	18728	66324
2202	18737	66315
2203	18745	66306
2204	18753	66297
2205	18762	66289
2206	18770	66280
2207	18779	66271
2208	18787	66263
2209	18796	66253
2210	18804	66245
2211	18813	66237
2212	18821	66228
2213	18830	66219
2214	18838	66210
2215	18846	66200
2216	18855	66192
2217	18863	66183
2218	18871	66174
2219	18880	66166
2220	18888	66157
2221	18897	66149
2222	18905	66140
2223	18914	66132
2224	18922	66123
2225	18931	66115
2226	18939	66106
2227	18948	66097
2228	18956	66088
2229	18964	66079
2230	18973	66070
2231	18981	66061
2232	18989	66052
2233	18998	66042
2234	19006	66033
2235	19014	66024
2236	19023	66015
2237	19031	66007
2238	19041	66001
2239	19049	65993
2240	19058	65985
2241	19066	65977
2242	19075	65968
2243	19083	65959
2244	19092	65950
2245	19100	65941
2246	19108	65931
2247	19117	65924
2248	19126	65916
2249	19134	65908
2250	19142	65899
2251	19151	65892
2252	19160	65884
2253	19169	65877
2254	19178	65869
2255	19187	65864
2256	19196	65856
2257	19205	65848
2258	19213	65840
2259	19222	65831
2260	19230	65822
2261	19238	65813
2262	19247	65805
2263	19255	65796
2264	19265	65791
2265	19273	65783
2266	19282	65774
2267	19291	65766
2268	19299	65758
2269	19307	65749
2270	19316	65740
2271	19324	65731
2272	19333	65723
2273	19341	65714
2274	19350	65706
2275	19358	65697
2276	19367	65688
2277	19375	65679
2278	19384	65671
2279	19392	65662
2280	19400	65653
2281	19409	65645
2282	19417	65636
2283	19426	65628
2284	19435	65620
2285	19443	65611
2286	19451	65602
2287	19461	65596
2288	19469	65587
2289	19478	65578
2290	19486	65569
2291	19494	65560
2292	19503	65551
2293	19511	65542
2294	19519	65533
2295	19528	65524
2296	19536	65516
2297	19545	65507
2298	19553	65499
2299	19562	65492
2300	19571	65484
2301	19579	65476
2302	19588	65467
2303	19597	65459
2304	19605	65450
2305	19613	65442
2306	19622	65433
2307	19631	65425
2308	19639	65416
2309	19648	65408
2310	19656	65400
2311	19665	65391
2312	19674	65385
2313	19682	65377
2314	19692	65371
2315	19700	65362
2316	19709	65354
2317	19718	65346
2318	19726	65338
2319	19735	65330
2320	19743	65320
2321	19751	65312
2322	19760	65302
2323	19768	65294
2324	19777	65286
2325	19785	65278
2326	19794	65269
2327	19802	65260
2328	19811	65251
2329	19819	65243
2330	19828	65234
2331	19836	65226
2332	19845	65218
2333	19854	65211
2334	19863	65203
2335	19871	65196
2336	19881	65190
2337	19890	65182
2338	19899	65176
2339	19907	65168
2340	19916	65161
2341	19925	65154
2342	19935	65149
2343	19944	65142
2344	19952	65133
2345	19961	65125
2346	19970	65117
2347	19978	65110
2348	19987	65102
2349	19997	65096
2350	20006	65091
2351	20015	65084
2352	20024	65077
2353	20033	65071
2354	20043	65068
2355	20052	65060
2356	20061	65052
2357	20070	65046
2358	20079	65039
2359	20088	65033
2360	20097	65025
2361	20106	65019
2362	20115	65012
2363	20124	65005
2364	20134	64999
2365	20143	64993
2366	20152	64985
2367	20161	64979
2368	20170	64971
2369	20178	64964
2370	20187	64956
2371	20197	64950
2372	20205	64942
2373	20214	64936
2374	20223	64929
2375	20232	64922
2376	20241	64915
2377	20251	64909
2378	20260	64902
2379	20269	64896
2380	20278	64888
2381	20287	64881
2382	20295	64873
2383	20304	64864
2384	20313	64858
2385	20321	64849
2386	20330	64842
2387	20339	64834
2388	20348	64827
2389	20357	64820
2390	20366	64813
2391	20375	64805
2392	20384	64799
2393	20393	64791
2394	20402	64785
2395	20411	64778
2396	20420	64771
2397	20429	64764
2398	20438	64756
2399	20447	64750
2400	20456	64742
2401	20465	64735
2402	20474	64728
2403	20483	64722
2404	20492	64716
2405	20501	64708
2406	20510	64700
2407	20519	64694
2408	20528	64686
2409	20536	64678
2410	20545	64670
2411	20554	64663
2412	20564	64658
2413	20573	64651
2414	20581	64643
2415	20590	64635
2416	20599	64629
2417	20608	64621
2418	20618	64615
2419	20627	64608
2420	20636	64602
2421	20645	64596
2422	20654	64588
2423	20662	64580
2424	20671	64572
2425	20681	64566
2426	20689	64558
2427	20698	64551
2428	20707	64543
2429	20716	64536
2430	20725	64528
2431	20734	64522
2432	20743	64516
2433	20753	64510
2434	20762	64504
2435	20771	64496
2436	20780	64489
2437	20789	64482
2438	20798	64476
2439	20807	64468
2440	20816	64462
2441	20825	64455
2442	20834	64447
2443	20843	64439
2444	20852	64434
2445	20861	64426
2446	20870	64419
2447	20879	64413
2448	20888	64406
2449	20897	64399
2450	20906	64392
2451	20916	64386
2452	20925	64379
2453	20934	64373
2454	20943	64367
2455	20952	64360
2456	20961	64353
2457	20970	64345
2458	20979	64338
2459	20989	64332
2460	20998	64325
2461	21006	64317
2462	21016	64311
2463	21025	64306
2464	21036	64302
2465	21045	64297
2466	21054	64289
2467	21063	64282
2468	21072	64274
2469	21081	64267
2470	21090	64260
2471	21099	64253
2472	21108	64248
2473	21117	64240
2474	21126	64232
2475	21135	64224
2476	21143	64216
2477	21152	64209
2478	21161	64202
2479	21170	64195
2480	21180	64189
2481	21189	64181
2482	21197	64174
2483	21206	64165
2484	21214	64157
2485	21223	64149
2486	21232	64142
2487	21241	64133
2488	21249	64125
2489	21258	64117
2490	21267	64109
2491	21276	64101
2492	21284	64093
2493	21293	64085
2494	21302	64077
2495	21311	64071
2496	21320	64063
2497	21329	64055
2498	21338	64048
2499	21347	64041
2500	21356	64035
2501	21365	64027
2502	21374	64019
2503	21382	64011
2504	21391	64002
2505	21400	63995
2506	21408	63987
2507	21418	63981
2508	21426	63972
2509	21435	63964
2510	21443	63955
2511	21452	63947
2512	21461	63939
2513	21469	63931
2514	21478	63923
2515	21487	63914
2516	21495	63906
2517	21504	63897
2518	21513	63890
2519	21521	63881
2520	21530	63873
2521	21539	63866
2522	21547	63857
2523	21556	63849
2524	21564	63840
2525	21573	63832
2526	21582	63824
2527	21590	63816
2528	21599	63807
2529	21608	63799
2530	21617	63791
2531	21625	63784
2532	21634	63776
2533	21643	63768
2534	21651	63759
2535	21660	63751
2536	21669	63744
2537	21678	63736
2538	21687	63731
2539	21696	63723
2540	21705	63715
2541	21714	63707
2542	21722	63698
2543	21731	63691
2544	21740	63683
2545	21748	63675
2546	21757	63666
2547	21766	63658
2548	21774	63649
2549	21783	63640
2550	21791	63632
2551	21800	63624
2552	21808	63615
2553	21817	63607
2554	21826	63599
2555	21834	63590
2556	21843	63582
2557	21851	63573
2558	21860	63565
2559	21869	63557
2560	21877	63548
2561	21886	63541
2562	21895	63533
2563	21904	63526
2564	21913	63518
2565	21921	63510
2566	21930	63501
2567	21939	63493
2568	21947	63485
2569	21956	63476
2570	21965	63469
2571	21973	63460
2572	21982	63452
2573	21990	63443
2574	21999	63435
2575	22008	63427
2576	22017	63420
2577	22026	63413
2578	22035	63407
2579	22045	63400
2580	22054	63394
2581	22063	63387
2582	22072	63379
2583	22080	63371
2584	22089	63363
2585	22098	63354
2586	22106	63346
2587	22115	63338
2588	22123	63329
2589	22132	63321
2590	22141	63313
2591	22150	63305
2592	22158	63297
2593	22167	63288
2594	22176	63281
2595	22184	63273
2596	22193	63264
2597	22202	63256
2598	22210	63248
2599	22219	63240
2600	22228	63231
2601	22236	63222
2602	22245	63215
2603	22254	63207
2604	22263	63200
2605	22272	63192
2606	22281	63186
2607	22290	63179
2608	22299	63171
2609	22307	63162
2610	22316	63154
2611	22325	63146
2612	22333	63137
2613	22342	63129
2614	22351	63121
2615	22359	63113
2616	22368	63106
2617	22377	63098
2618	22386	63092
2619	22395	63084
2620	22404	63077
2621	22413	63069
2622	22422	63061
2623	22430	63052
2624	22439	63044
2625	22448	63036
2626	22456	63027
2627	22465	63019
2628	22473	63010
2629	22482	63001
2630	22491	62993
2631	22499	62984
2632	22507	62976
2633	22516	62968
2634	22525	62959
2635	22533	62950
2636	22542	62943
2637	22553	62940
2638	22561	62932
2639	22570	62923
2640	22579	62915
2641	22588	62908
2642	22596	62899
2643	22605	62892
2644	22614	62884
2645	22622	62875
2646	22631	62867
2647	22640	62860
2648	22649	62852
2649	22658	62844
2650	22667	62837
2651	22676	62830
2652	22685	62822
2653	22694	62815
2654	22703	62807
2655	22711	62799
2656	22720	62791
2657	22729	62783
2658	22737	62774
2659	22747	62768
2660	22755	62760
2661	22764	62752
2662	22773	62745
2663	22782	62737
2664	22790	62728
2665	22799	62719
2666	22809	62714
2667	22818	62708
2668	22827	62701
2669	22837	62696
2670	22846	62687
2671	22854	62679
2672	22863	62671
2673	22872	62664
2674	22880	62655
2675	22889	62646
2676	22898	62638
2677	22906	62629
2678	22915	62621
2679	22923	62613
2680	22932	62604
2681	22941	62596
2682	22950	62588
2683	22958	62580
2684	22967	62571
2685	22976	62563
2686	22984	62555
2687	22993	62547
2688	23001	62539
2689	23010	62531
2690	23019	62522
2691	23029	62517
2692	23039	62513
2693	23048	62506
2694	23057	62498
2695	23065	62489
2696	23074	62481
2697	23083	62473
2698	23091	62464
2699	23100	62456
2700	23108	62448
2701	23117	62440
2702	23126	62431
2703	23136	62427
2704	23146	62422
2705	23155	62415
2706	23165	62410
2707	23174	62402
2708	23182	62394
2709	23191	62385
2710	23199	62377
2711	23208	62368
2712	23217	62360
2713	23225	62351
2714	23234	62342
2715	23242	62334
2716	23251	62325
2717	23259	62317
2718	23268	62309
2719	23277	62300
2720	23285	62291
2721	23294	62283
2722	23302	62275
2723	23311	62266
2724	23319	62257
2725	23328	62249
2726	23336	62239
2727	23345	62231
2728	23354	62223
2729	23362	62214
2730	23371	62205
2731	23379	62196
2732	23387	62187
2733	23396	62178
2734	23404	62169
2735	23413	62161
2736	23422	62153
2737	23431	62146
2738	23439	62138
2739	23448	62131
2740	23457	62123
2741	23467	62116
2742	23475	62108
2743	23484	62099
2744	23492	62091
2745	23501	62082
2746	23510	62074
2747	23518	62065
2748	23527	62056
2749	23535	62048
2750	23544	62039
2751	23552	62030
2752	23561	62022
2753	23569	62013
2754	23578	62004
2755	23586	61995
2756	23595	61987
2757	23603	61978
2758	23611	61969
2759	23621	61963
2760	23630	61956
2761	23640	61950
2762	23649	61944
2763	23659	61938
2764	23668	61931
2765	23676	61922
2766	23685	61913
2767	23693	61903
2768	23702	61896
2769	23711	61889
2770	23719	61880
2771	23728	61871
2772	23736	61862
2773	23745	61853
2774	23753	61844
2775	23761	61835
2776	23770	61826
2777	23778	61816
2778	23786	61807
2779	23794	61797
2780	23803	61788
2781	23811	61779
2782	23819	61770
2783	23828	61762
2784	23836	61753
2785	23845	61744
2786	23853	61734
2787	23861	61724
2788	23869	61714
2789	23877	61704
2790	23885	61694
2791	23893	61684
2792	23901	61675
2793	23910	61666
2794	23918	61657
2795	23926	61648
2796	23934	61638
2797	23942	61628
2798	23951	61619
2799	23959	61609
2800	23967	61599
2801	23975	61589
2802	23984	61582
2803	23992	61572
2804	24000	61562
2805	24008	61552
2806	24017	61545
2807	24025	61536
2808	24034	61527
2809	24042	61516
2810	24050	61507
2811	24058	61496
2812	24066	61486
2813	24073	61476
2814	24082	61466
2815	24089	61456
2816	24097	61446
2817	24105	61436
2818	24114	61427
2819	24122	61417
2820	24130	61407
2821	24138	61397
2822	24146	61387
2823	24154	61377
2824	24161	61367
2825	24169	61357
2826	24177	61346
2827	24185	61336
2828	24193	61326
2829	24201	61316
2830	24209	61306
2831	24217	61296
2832	24225	61286
2833	24233	61276
2834	24241	61266
2835	24249	61257
2836	24257	61247
2837	24266	61238
2838	24274	61228
2839	24282	61218
2840	24289	61207
2841	24297	61198
2842	24305	61187
2843	24314	61178
2844	24321	61167
2845	24329	61157
2846	24337	61147
2847	24345	61137
2848	24353	61126
2849	24361	61116
2850	24369	61106
2851	24376	61096
2852	24384	61085
2853	24392	61075
2854	24400	61065
2855	24408	61055
2856	24416	61044
2857	24424	61034
2858	24432	61025
2859	24440	61016
2860	24448	61006
2861	24456	60995
2862	24464	60985
2863	24471	60974
2864	24479	60964
2865	24488	60955
2866	24496	60945
2867	24504	60936
2868	24512	60927
2869	24520	60917
2870	24529	60908
2871	24537	60900
2872	24546	60891
2873	24554	60880
2874	24561	60870
2875	24569	60860
2876	24577	60850
2877	24585	60840
2878	24593	60829
2879	24601	60819
2880	24609	60809
2881	24617	60799
2882	24624	60789
2883	24632	60778
2884	24640	60768
2885	24648	60758
2886	24656	60747
2887	24665	60740
2888	24673	60730
2889	24680	60720
2890	24688	60709
2891	24696	60699
2892	24704	60689
2893	24712	60679
2894	24719	60668
2895	24727	60658
2896	24735	60648
2897	24743	60638
2898	24751	60627
2899	24759	60618
2900	24767	60608
2901	24775	60598
2902	24783	60589
2903	24792	60580
2904	24800	60571
2905	24809	60563
2906	24817	60554
2907	24825	60544
2908	24833	60535
2909	24842	60526
2910	24851	60518
2911	24859	60510
2912	24867	60500
2913	24875	60490
2914	24884	60481
2915	24892	60472
2916	24900	60463
2917	24909	60454
2918	24917	60445
2919	24925	60436
2920	24934	60427
2921	24942	60419
2922	24951	60412
2923	24960	60403
2924	24968	60394
2925	24976	60384
2926	24985	60377
2927	24994	60368
2928	25002	60360
2929	25011	60352
2930	25019	60343
2931	25027	60333
2932	25036	60324
2933	25044	60314
2934	25052	60305
2935	25060	60296
2936	25069	60287
2937	25077	60278
2938	25085	60268
2939	25094	60260
2940	25102	60251
2941	25111	60242
2942	25119	60234
2943	25128	60225
2944	25136	60215
2945	25144	60206
2946	25152	60198
2947	25160	60187
2948	25169	60178
2949	25177	60169
2950	25185	60161
2951	25194	60151
2952	25201	60141
2953	25211	60135
2954	25220	60127
2955	25229	60120
2956	25238	60112
2957	25246	60103
2958	25255	60095
2959	25263	60085
2960	25271	60075
2961	25279	60066
2962	25287	60057
2963	25296	60048
2964	25303	60038
2965	25312	60029
2966	25320	60019
2967	25329	60011
2968	25337	60001
2969	25345	59993
2970	25354	59984
2971	25362	59974
2972	25369	59964
2973	25378	59954
2974	25386	59946
2975	25394	59937
2976	25403	59928
2977	25411	59919
2978	25420	59911
2979	25428	59903
2980	25437	59893
2981	25445	59884
2982	25453	59874
2983	25461	59866
2984	25469	59856
2985	25478	59847
2986	25486	59837
2987	25494	59828
2988	25502	59819
2989	25511	59811
2990	25519	59801
2991	25528	59793
2992	25538	59789
2993	25547	59781
2994	25555	59772
2995	25563	59762
2996	25572	59753
2997	25580	59744
2998	25588	59735
2999	25596	59725
3000	25604	59716
3001	25612	59706
3002	25620	59696
3003	25628	59687
3004	25637	59678
3005	25646	59671
3006	25655	59664
3007	25663	59654
3008	25672	59645
3009	25680	59635
3010	25688	59627
3011	25696	59618
3012	25705	59609
3013	25713	59600
3014	25721	59591
3015	25730	59583
3016	25740	59576
3017	25748	59567
3018	25756	59557
3019	25765	59550
3020	25773	59540
3021	25781	59532
3022	25790	59523
3023	25798	59514
3024	25806	59504
3025	25815	59495
3026	25823	59486
3027	25831	59478
3028	25841	59471
3029	25849	59462
3030	25857	59453
3031	25866	59444
3032	25874	59434
3033	25882	59425
3034	25890	59415
3035	25898	59407
3036	25907	59397
3037	25915	59389
3038	25924	59380
3039	25932	59371
3040	25940	59361
3041	25948	59353
3042	25956	59343
3043	25965	59335
3044	25973	59325
3045	25982	59317
3046	25990	59308
3047	25998	59298
3048	26008	59292
3049	26016	59283
3050	26024	59274
3051	26032	59264
3052	26041	59256
3053	26049	59247
3054	26058	59238
3055	26066	59228
3056	26075	59221
3057	26083	59213
3058	26092	59204
3059	26100	59194
3060	26108	59185
3061	26116	59175
3062	26124	59165
3063	26132	59156
3064	26140	59146
3065	26148	59136
3066	26156	59126
3067	26164	59116
3068	26172	59107
3069	26180	59097
3070	26188	59087
3071	26196	59078
3072	26204	59068
3073	26212	59059
3074	26220	59049
3075	26229	59041
3076	26237	59032
3077	26246	59023
3078	26254	59013
3079	26262	59006
3080	26271	58996
3081	26279	58988
3082	26287	58978
3083	26296	58969
3084	26304	58960
3085	26312	58952
3086	26321	58943
3087	26329	58934
3088	26338	58926
3089	26346	58917
3090	26354	58907
3091	26362	58898
3092	26370	58888
3093	26379	58880
3094	26387	58871
3095	26395	58862
3096	26404	58853
3097	26412	58843
3098	26421	58836
3099	26430	58829
3100	26439	58821
3101	26448	58814
3102	26457	58806
3103	26466	58799
3104	26475	58791
3105	26486	58789
3106	26499	58789
3107	26508	58783
3108	26518	58777
3109	26528	58771
3110	26537	58765
3111	26547	58758
3112	26555	58749
3113	26563	58740
3114	26572	58731
3115	26580	58722
3116	26589	58714
3117	26597	58705
3118	26605	58696
3119	26613	58686
3120	26622	58678
3121	26630	58669
3122	26639	58660
3123	26647	58652
3124	26656	58644
3125	26664	58634
3126	26673	58626
3127	26681	58616
3128	26689	58606
3129	26697	58597
3130	26704	58587
3131	26712	58577
3132	26720	58567
3133	26728	58557
3134	26736	58547
3135	26744	58538
3136	26752	58528
3137	26761	58519
3138	26769	58509
3139	26777	58500
3140	26785	58491
3141	26793	58481
3142	26801	58472
3143	26809	58462
3144	26817	58453
3145	26825	58443
3146	26834	58434
3147	26841	58424
3148	26850	58416
3149	26858	58406
3150	26866	58396
3151	26873	58385
3152	26881	58376
3153	26889	58366
3154	26897	58357
3155	26905	58347
3156	26913	58337
3157	26921	58327
3158	26929	58317
3159	26937	58307
3160	26946	58299
3161	26954	58289
3162	26962	58280
3163	26970	58270
3164	26977	58260
3165	26985	58250
3166	26993	58240
3167	27002	58231
3168	27010	58223
3169	27018	58213
3170	27026	58204
3171	27034	58194
3172	27042	58184
3173	27050	58175
3174	27058	58165
3175	27066	58156
3176	27074	58146
3177	27082	58136
3178	27090	58126
3179	27098	58116
3180	27106	58107
3181	27114	58097
3182	27122	58087
3183	27130	58077
3184	27139	58070
3185	27148	58062
3186	27156	58053
3187	27164	58043
3188	27172	58033
3189	27179	58023
3190	27187	58013
3191	27195	58003
3192	27203	57994
3193	27211	57984
3194	27219	57974
3195	27227	57965
3196	27236	57956
3197	27244	57946
3198	27252	57938
3199	27261	57930
3200	27269	57921
3201	27277	57912
3202	27286	57904
3203	27294	57894
3204	27303	57886
3205	27311	57876
3206	27319	57868
3207	27327	57858
3208	27336	57849
3209	27344	57840
3210	27352	57831
3211	27361	57822
3212	27369	57813
3213	27377	57805
3214	27385	57795
3215	27394	57787
3216	27402	57778
3217	27410	57768
3218	27419	57760
3219	27427	57752
3220	27436	57743
3221	27444	57734
3222	27452	57724
3223	27461	57717
3224	27469	57707
3225	27477	57698
3226	27486	57689
3227	27494	57679
3228	27502	57670
3229	27509	57659
3230	27517	57650
