iter	Passed	Remaining
200	1687	82266
201	1695	82264
202	1704	82281
203	1713	82261
204	1721	82243
205	1729	82224
206	1737	82202
207	1745	82175
208	1754	82187
209	1762	82167
210	1770	82147
211	1779	82165
212	1787	82153
213	1796	82134
214	1804	82113
215	1812	82100
216	1820	82087
217	1829	82090
218	1838	82097
219	1846	82086
220	1854	82072
221	1863	82069
222	1871	82055
223	1880	82049
224	1888	82047
225	1896	82034
226	1905	82028
227	1913	82016
228	1922	82013
229	1930	81997
230	1938	81982
231	1947	81975
232	1955	81968
233	1963	81954
234	1971	81939
235	1980	81930
236	1989	81936
237	1997	81935
238	2006	81932
239	2015	81964
240	2024	81963
241	2032	81964
242	2041	81962
243	2049	81957
244	2058	81971
245	2067	81976
246	2075	81968
247	2084	81963
248	2092	81947
249	2100	81927
250	2109	81915
251	2117	81898
252	2125	81898
253	2134	81887
254	2142	81871
255	2150	81856
256	2158	81847
257	2167	81836
258	2175	81819
259	2184	81825
260	2193	81833
261	2201	81824
262	2209	81807
263	2218	81800
264	2226	81789
265	2234	81779
266	2243	81772
267	2252	81795
268	2261	81815
269	2270	81831
270	2279	81850
271	2288	81861
272	2297	81876
273	2306	81865
274	2314	81854
275	2322	81843
276	2331	81832
277	2339	81821
278	2347	81806
279	2356	81796
280	2364	81794
281	2373	81785
282	2381	81775
283	2390	81769
284	2398	81757
285	2406	81749
286	2415	81739
287	2423	81724
288	2431	81714
289	2440	81700
290	2448	81695
291	2456	81684
292	2465	81676
293	2473	81666
294	2482	81659
295	2490	81656
296	2499	81649
297	2507	81640
298	2516	81635
299	2524	81631
300	2533	81624
301	2541	81612
302	2549	81599
303	2558	81588
304	2566	81577
305	2574	81569
306	2583	81558
307	2591	81552
308	2601	81603
309	2610	81601
310	2619	81598
311	2627	81591
312	2636	81588
313	2644	81584
314	2653	81583
315	2662	81582
316	2670	81581
317	2679	81578
318	2688	81576
319	2697	81601
320	2705	81588
321	2714	81581
322	2722	81569
323	2730	81558
324	2739	81546
325	2747	81532
326	2755	81517
327	2764	81507
328	2772	81494
329	2781	81513
330	2790	81502
331	2798	81486
332	2807	81487
333	2815	81467
334	2823	81452
335	2831	81429
336	2839	81412
337	2847	81390
338	2855	81385
339	2863	81370
340	2872	81373
341	2881	81361
342	2889	81351
343	2897	81331
344	2906	81327
345	2914	81308
346	2922	81290
347	2930	81276
348	2938	81253
349	2946	81234
350	2954	81212
351	2962	81196
352	2970	81181
353	2978	81159
354	2986	81134
355	2994	81116
356	3002	81095
357	3010	81081
358	3018	81061
359	3026	81051
360	3034	81031
361	3042	81008
362	3050	80982
363	3058	80970
364	3066	80945
365	3074	80932
366	3082	80910
367	3090	80892
368	3098	80879
369	3107	80869
370	3115	80859
371	3124	80854
372	3132	80853
373	3140	80842
374	3148	80824
375	3156	80804
376	3164	80785
377	3174	80794
378	3183	80808
379	3191	80793
380	3199	80773
381	3207	80752
382	3215	80731
383	3223	80714
384	3230	80688
385	3238	80666
386	3246	80644
387	3254	80618
388	3262	80609
389	3270	80591
390	3278	80571
391	3286	80549
392	3294	80526
393	3302	80515
394	3310	80494
395	3318	80477
396	3326	80462
397	3334	80443
398	3342	80422
399	3350	80405
400	3358	80391
401	3366	80377
402	3374	80361
403	3382	80342
404	3390	80324
405	3398	80309
406	3406	80290
407	3414	80275
408	3422	80255
409	3430	80235
410	3438	80221
411	3446	80202
412	3454	80182
413	3462	80164
414	3470	80149
415	3478	80134
416	3486	80113
417	3494	80099
418	3502	80082
419	3510	80066
420	3518	80049
421	3526	80029
422	3533	80006
423	3541	79984
424	3549	79961
425	3557	79947
426	3565	79927
427	3573	79910
428	3580	79891
429	3588	79871
430	3596	79851
431	3605	79863
432	3614	79851
433	3622	79835
434	3629	79816
435	3637	79795
436	3645	79777
437	3653	79754
438	3661	79736
439	3668	79716
440	3676	79696
441	3684	79677
442	3692	79661
443	3700	79641
444	3708	79631
445	3716	79610
446	3724	79590
447	3731	79571
448	3739	79553
449	3747	79534
450	3755	79516
451	3763	79494
452	3772	79495
453	3779	79477
454	3787	79459
455	3795	79439
456	3803	79423
457	3811	79404
458	3819	79387
459	3826	79367
460	3834	79345
461	3842	79324
462	3850	79308
463	3858	79289
464	3865	79273
465	3874	79275
466	3882	79260
467	3890	79243
468	3898	79224
469	3906	79204
470	3914	79194
471	3922	79175
472	3930	79157
473	3937	79136
474	3945	79125
475	3953	79110
476	3961	79093
477	3969	79076
478	3977	79061
479	3985	79041
480	3993	79023
481	4000	79005
482	4008	78988
483	4016	78972
484	4024	78953
485	4032	78932
486	4039	78912
487	4047	78894
488	4055	78882
489	4063	78871
490	4071	78854
491	4079	78834
492	4087	78815
493	4095	78803
494	4103	78792
495	4111	78781
496	4119	78765
497	4127	78748
498	4135	78738
499	4143	78724
500	4151	78715
501	4159	78707
502	4169	78725
503	4180	78762
504	4188	78757
505	4197	78753
506	4205	78739
507	4213	78723
508	4221	78708
509	4229	78707
510	4237	78690
511	4245	78676
512	4253	78662
513	4261	78648
514	4269	78629
515	4277	78613
516	4284	78594
517	4293	78584
518	4301	78572
519	4309	78571
520	4317	78556
521	4325	78543
522	4333	78528
523	4342	78525
524	4350	78513
525	4358	78505
526	4366	78497
527	4375	78485
528	4382	78469
529	4390	78453
530	4398	78441
531	4406	78424
532	4414	78407
533	4422	78390
534	4430	78374
535	4437	78357
536	4445	78341
537	4453	78326
538	4461	78313
539	4469	78293
540	4476	78277
541	4484	78259
542	4492	78244
543	4500	78228
544	4508	78211
545	4515	78194
546	4523	78181
547	4531	78162
548	4539	78144
549	4547	78128
550	4554	78111
551	4562	78097
552	4570	78084
553	4578	78067
554	4586	78054
555	4594	78041
556	4603	78037
557	4611	78024
558	4619	78022
559	4627	78012
560	4635	77996
561	4644	77993
562	4652	77985
563	4660	77977
564	4669	77981
565	4678	77977
566	4686	77967
567	4695	77972
568	4703	77962
569	4711	77950
570	4719	77936
571	4729	77946
572	4737	77940
573	4746	77940
574	4754	77930
575	4762	77923
576	4771	77924
577	4779	77913
578	4787	77901
579	4795	77890
580	4804	77887
581	4812	77883
582	4821	77874
583	4829	77871
584	4838	77869
585	4846	77861
586	4855	77860
587	4863	77852
588	4872	77851
589	4881	77850
590	4889	77845
591	4897	77836
592	4906	77835
593	4914	77825
594	4923	77823
595	4931	77816
596	4940	77811
597	4948	77801
598	4957	77798
599	4965	77785
600	4973	77778
601	4981	77765
602	4990	77765
603	4998	77757
604	5007	77759
605	5015	77745
606	5023	77740
607	5031	77730
608	5040	77729
609	5049	77731
610	5057	77723
611	5066	77713
612	5074	77704
613	5082	77695
614	5090	77687
615	5099	77683
616	5107	77673
617	5115	77667
618	5124	77659
619	5133	77671
620	5142	77662
621	5150	77653
622	5158	77642
623	5167	77643
624	5175	77633
625	5183	77623
626	5192	77620
627	5201	77620
628	5210	77620
629	5218	77610
630	5226	77599
631	5234	77589
632	5242	77577
633	5250	77566
634	5258	77554
635	5266	77545
636	5274	77532
637	5282	77517
638	5290	77502
639	5298	77486
640	5305	77470
641	5313	77452
642	5321	77438
643	5329	77421
644	5336	77406
645	5344	77389
646	5352	77375
647	5360	77360
648	5368	77354
649	5376	77338
650	5384	77321
651	5391	77303
652	5399	77289
653	5407	77276
654	5415	77266
655	5423	77252
656	5431	77238
657	5439	77226
658	5447	77216
659	5455	77204
660	5463	77190
661	5471	77178
662	5479	77163
663	5487	77152
664	5495	77140
665	5503	77128
666	5511	77114
667	5519	77106
668	5527	77091
669	5535	77087
670	5543	77074
671	5551	77062
672	5559	77047
673	5568	77044
674	5576	77034
675	5584	77025
676	5592	77012
677	5600	77003
678	5608	76988
679	5616	76981
680	5624	76967
681	5632	76955
682	5640	76942
683	5648	76933
684	5656	76919
685	5664	76912
686	5672	76901
687	5680	76887
688	5688	76874
689	5696	76862
690	5704	76853
691	5713	76850
692	5721	76843
693	5730	76839
694	5738	76828
695	5747	76827
696	5755	76825
697	5764	76820
698	5772	76809
699	5781	76804
700	5788	76792
701	5797	76782
702	5805	76777
703	5814	76774
704	5822	76764
705	5830	76758
706	5839	76749
707	5847	76743
708	5855	76733
709	5863	76723
710	5871	76715
711	5880	76712
712	5888	76704
713	5897	76702
714	5906	76698
715	5914	76687
716	5922	76681
717	5931	76677
718	5939	76665
719	5947	76658
720	5955	76650
721	5964	76640
722	5972	76633
723	5980	76620
724	5989	76618
725	5997	76607
726	6005	76603
727	6013	76593
728	6022	76584
729	6030	76575
730	6038	76563
731	6046	76556
732	6055	76554
733	6063	76541
734	6071	76536
735	6079	76526
736	6088	76520
737	6096	76512
738	6104	76504
739	6113	76501
740	6121	76492
741	6130	76488
742	6138	76478
743	6146	76469
744	6154	76456
745	6163	76454
746	6171	76447
747	6179	76437
748	6187	76425
749	6195	76414
750	6203	76402
751	6211	76390
752	6219	76378
753	6228	76374
754	6236	76360
755	6244	76348
756	6251	76336
757	6260	76335
758	6269	76331
759	6278	76330
760	6288	76346
761	6299	76373
762	6312	76416
763	6323	76439
764	6332	76444
765	6342	76453
766	6351	76453
767	6360	76464
768	6370	76467
769	6378	76457
770	6386	76447
771	6394	76439
772	6402	76428
773	6410	76417
774	6419	76413
775	6427	76404
776	6435	76391
777	6443	76377
778	6451	76367
779	6459	76354
780	6467	76341
781	6475	76330
782	6483	76317
783	6491	76306
784	6499	76294
785	6507	76280
786	6515	76270
787	6523	76267
788	6531	76256
789	6540	76245
790	6547	76233
791	6556	76221
792	6564	76210
793	6572	76209
794	6581	76204
795	6590	76201
796	6598	76195
797	6607	76188
798	6615	76181
799	6623	76173
800	6632	76164
801	6640	76160
802	6648	76151
803	6657	76144
804	6665	76140
805	6674	76137
806	6683	76137
807	6692	76137
808	6701	76136
809	6710	76131
810	6719	76133
811	6727	76125
812	6736	76118
813	6744	76109
814	6752	76103
815	6761	76100
816	6769	76088
817	6778	76085
818	6786	76078
819	6795	76077
820	6803	76067
821	6811	76056
822	6820	76048
823	6829	76054
824	6837	76045
825	6846	76039
826	6855	76035
827	6863	76025
828	6871	76015
829	6879	76004
830	6887	75995
831	6896	75988
832	6903	75976
833	6913	75977
834	6922	75981
835	6932	75992
836	6941	75993
837	6951	76004
838	6961	76008
839	6970	76011
840	6981	76029
841	6991	76039
842	7001	76057
843	7012	76072
844	7022	76084
845	7031	76085
846	7042	76100
847	7053	76119
848	7064	76143
849	7073	76147
850	7083	76152
851	7092	76153
852	7103	76168
853	7112	76171
854	7121	76170
855	7130	76173
856	7139	76167
857	7148	76164
858	7157	76164
859	7166	76163
860	7175	76160
861	7184	76158
862	7194	76169
863	7202	76162
864	7211	76157
865	7220	76155
866	7229	76152
867	7238	76152
868	7247	76149
869	7255	76145
870	7264	76143
871	7274	76147
872	7283	76151
873	7293	76154
874	7303	76161
875	7313	76170
876	7323	76181
877	7333	76194
878	7345	76216
879	7355	76231
880	7366	76253
881	7378	76276
882	7389	76294
883	7401	76323
884	7411	76334
885	7423	76360
886	7434	76384
887	7444	76392
888	7455	76405
889	7465	76418
890	7475	76423
891	7483	76414
892	7492	76405
893	7500	76395
894	7509	76397
895	7518	76392
896	7526	76383
897	7535	76381
898	7544	76373
899	7553	76369
900	7561	76360
901	7570	76355
902	7578	76348
903	7587	76342
904	7595	76335
905	7604	76327
906	7612	76320
907	7621	76312
908	7629	76304
909	7638	76298
910	7646	76290
911	7656	76291
912	7665	76297
913	7676	76308
914	7686	76319
915	7696	76327
916	7706	76334
917	7716	76337
918	7726	76347
919	7736	76351
920	7745	76355
921	7756	76370
922	7767	76385
923	7776	76385
924	7786	76392
925	7795	76393
926	7805	76398
927	7815	76403
928	7825	76410
929	7835	76414
930	7844	76417
931	7854	76423
932	7864	76426
933	7874	76435
934	7884	76440
935	7892	76432
936	7901	76423
937	7909	76414
938	7918	76410
939	7926	76400
940	7935	76395
941	7944	76392
942	7952	76382
943	7960	76369
944	7968	76358
945	7977	76350
946	7985	76340
947	7993	76329
948	8002	76320
949	8010	76309
950	8018	76300
951	8027	76290
952	8035	76283
953	8044	76279
954	8053	76272
955	8061	76259
956	8069	76254
957	8078	76247
958	8088	76250
959	8097	76247
960	8105	76240
961	8113	76230
962	8122	76222
963	8130	76213
964	8139	76206
965	8147	76195
966	8155	76183
967	8163	76172
968	8171	76159
969	8180	76150
970	8189	76147
971	8197	76141
972	8205	76129
973	8213	76118
974	8222	76110
975	8230	76100
976	8239	76091
977	8247	76081
978	8255	76071
979	8263	76058
980	8273	76059
981	8281	76051
982	8289	76042
983	8298	76033
984	8306	76022
985	8314	76014
986	8322	76003
987	8331	75997
988	8340	75987
989	8348	75981
990	8356	75970
991	8364	75958
992	8372	75946
993	8381	75939
994	8389	75930
995	8398	75921
996	8406	75909
997	8414	75901
998	8423	75892
999	8431	75885
1000	8440	75880
1001	8448	75869
1002	8457	75865
1003	8466	75859
1004	8475	75854
1005	8483	75846
1006	8492	75840
1007	8500	75833
1008	8509	75825
1009	8518	75821
1010	8526	75814
1011	8536	75812
1012	8544	75805
1013	8553	75797
1014	8562	75793
1015	8570	75786
1016	8579	75783
1017	8588	75776
1018	8597	75773
1019	8606	75771
1020	8615	75765
1021	8623	75759
1022	8632	75755
1023	8641	75749
1024	8650	75746
1025	8659	75738
1026	8668	75734
1027	8676	75729
1028	8686	75727
1029	8695	75728
1030	8704	75724
1031	8713	75715
1032	8721	75710
1033	8731	75709
1034	8739	75699
1035	8747	75691
1036	8756	75685
1037	8765	75677
1038	8773	75668
1039	8781	75658
1040	8790	75648
1041	8798	75641
1042	8807	75633
1043	8816	75629
1044	8824	75623
1045	8833	75616
1046	8841	75605
1047	8849	75596
1048	8858	75588
1049	8867	75582
1050	8875	75572
1051	8883	75564
1052	8892	75553
1053	8900	75541
1054	8908	75530
1055	8916	75519
1056	8924	75510
1057	8932	75499
1058	8941	75491
1059	8949	75479
1060	8957	75468
1061	8965	75459
1062	8973	75447
1063	8982	75435
1064	8990	75424
1065	8998	75412
1066	9006	75399
1067	9014	75392
1068	9023	75383
1069	9031	75374
1070	9039	75363
1071	9047	75352
1072	9055	75341
1073	9063	75330
1074	9072	75320
1075	9082	75328
1076	9091	75325
1077	9100	75317
1078	9109	75314
1079	9117	75307
1080	9127	75306
1081	9136	75303
1082	9144	75295
1083	9153	75290
1084	9162	75283
1085	9171	75279
1086	9179	75272
1087	9188	75266
1088	9197	75257
1089	9206	75254
1090	9215	75251
1091	9223	75243
1092	9232	75240
1093	9241	75235
1094	9250	75227
1095	9258	75219
1096	9267	75213
1097	9276	75209
1098	9285	75201
1099	9293	75194
1100	9302	75186
1101	9311	75181
1102	9319	75173
1103	9328	75167
1104	9337	75164
1105	9347	75166
1106	9356	75166
1107	9366	75169
1108	9376	75170
1109	9385	75171
1110	9395	75170
1111	9404	75169
1112	9414	75169
1113	9423	75168
1114	9433	75167
1115	9442	75169
1116	9452	75170
1117	9462	75171
1118	9471	75169
1119	9480	75170
1120	9491	75176
1121	9500	75177
1122	9510	75179
1123	9519	75176
1124	9529	75175
1125	9538	75169
1126	9546	75163
1127	9555	75156
1128	9564	75151
1129	9573	75146
1130	9581	75137
1131	9590	75132
1132	9599	75129
1133	9608	75121
1134	9617	75115
1135	9625	75107
1136	9634	75099
1137	9642	75090
1138	9651	75082
1139	9659	75073
1140	9668	75064
1141	9676	75056
1142	9685	75053
1143	9694	75045
1144	9702	75037
1145	9711	75029
1146	9719	75022
1147	9729	75022
1148	9738	75014
1149	9746	75006
1150	9755	74997
1151	9763	74988
1152	9771	74980
1153	9780	74969
1154	9788	74959
1155	9796	74950
1156	9805	74941
1157	9813	74934
1158	9823	74937
1159	9833	74935
1160	9842	74932
1161	9851	74925
1162	9859	74918
1163	9868	74908
1164	9876	74898
1165	9884	74891
1166	9893	74880
1167	9901	74872
1168	9909	74861
1169	9918	74856
1170	9926	74846
1171	9935	74836
1172	9943	74825
1173	9951	74817
1174	9960	74808
1175	9968	74800
1176	9977	74790
1177	9985	74781
1178	9994	74773
1179	10002	74764
1180	10010	74755
1181	10019	74750
1182	10028	74745
1183	10037	74740
1184	10046	74732
1185	10055	74727
1186	10064	74721
1187	10072	74714
1188	10082	74718
1189	10092	74720
1190	10101	74716
1191	10110	74710
1192	10119	74705
1193	10128	74701
1194	10138	74700
1195	10147	74699
1196	10157	74697
1197	10166	74696
1198	10175	74693
1199	10185	74693
1200	10193	74685
1201	10202	74677
1202	10211	74671
1203	10220	74664
1204	10229	74662
1205	10238	74654
1206	10247	74650
1207	10256	74645
1208	10265	74642
1209	10274	74635
1210	10282	74629
1211	10291	74623
1212	10300	74615
1213	10309	74612
1214	10318	74605
1215	10326	74597
1216	10335	74592
1217	10344	74583
1218	10353	74578
1219	10361	74569
1220	10369	74560
1221	10378	74552
1222	10387	74546
1223	10395	74537
1224	10404	74528
1225	10412	74518
1226	10420	74509
1227	10429	74500
1228	10437	74490
1229	10445	74479
1230	10454	74469
1231	10462	74460
1232	10470	74450
1233	10479	74440
1234	10487	74430
1235	10495	74420
1236	10503	74410
1237	10512	74399
1238	10520	74389
1239	10528	74379
1240	10537	74370
1241	10545	74362
1242	10554	74357
1243	10563	74349
1244	10571	74340
1245	10579	74329
1246	10587	74318
1247	10596	74312
1248	10605	74305
1249	10613	74296
1250	10622	74291
1251	10631	74284
1252	10640	74277
1253	10649	74272
1254	10657	74266
1255	10666	74258
1256	10675	74250
1257	10683	74241
1258	10692	74233
1259	10700	74224
1260	10709	74216
1261	10717	74209
1262	10726	74203
1263	10734	74193
1264	10743	74183
1265	10751	74172
1266	10759	74164
1267	10768	74154
1268	10776	74147
1269	10785	74139
1270	10794	74135
1271	10803	74128
1272	10811	74120
1273	10820	74112
1274	10829	74104
1275	10837	74095
1276	10845	74086
1277	10854	74079
1278	10863	74073
1279	10871	74065
1280	10880	74055
1281	10888	74044
1282	10897	74037
1283	10905	74026
1284	10913	74016
1285	10922	74008
1286	10931	74005
1287	10939	73996
1288	10948	73988
1289	10956	73979
1290	10965	73972
1291	10974	73964
1292	10982	73955
1293	10990	73945
1294	10999	73935
1295	11007	73926
1296	11015	73917
1297	11024	73908
1298	11032	73899
1299	11041	73889
1300	11049	73880
1301	11057	73872
1302	11066	73863
1303	11075	73862
1304	11084	73855
1305	11093	73847
1306	11101	73837
1307	11110	73829
1308	11118	73820
1309	11126	73810
1310	11135	73800
1311	11143	73793
1312	11152	73785
1313	11161	73782
1314	11170	73776
1315	11179	73770
1316	11188	73763
1317	11197	73759
1318	11206	73753
1319	11214	73746
1320	11223	73739
1321	11232	73731
1322	11241	73725
1323	11249	73718
1324	11258	73712
1325	11267	73706
1326	11276	73699
1327	11285	73693
1328	11293	73685
1329	11302	73679
1330	11311	73671
1331	11319	73663
1332	11328	73656
1333	11337	73649
1334	11345	73641
1335	11354	73636
1336	11364	73632
1337	11372	73625
1338	11381	73619
1339	11390	73615
1340	11399	73608
1341	11408	73602
1342	11417	73596
1343	11426	73589
1344	11434	73582
1345	11443	73577
1346	11452	73569
1347	11461	73563
1348	11470	73558
1349	11479	73551
1350	11488	73545
1351	11496	73538
1352	11505	73533
1353	11514	73525
1354	11523	73519
1355	11532	73512
1356	11540	73504
1357	11549	73497
1358	11558	73491
1359	11566	73483
1360	11575	73476
1361	11584	73470
1362	11592	73461
1363	11601	73452
1364	11609	73443
1365	11618	73434
1366	11626	73423
1367	11634	73413
1368	11642	73402
1369	11651	73393
1370	11659	73383
1371	11667	73374
1372	11675	73363
1373	11684	73357
1374	11693	73349
1375	11702	73342
1376	11710	73333
1377	11719	73330
1378	11728	73324
1379	11737	73315
1380	11745	73306
1381	11753	73296
1382	11762	73287
1383	11770	73276
1384	11778	73266
1385	11787	73256
1386	11795	73245
1387	11803	73235
1388	11811	73225
1389	11820	73216
1390	11828	73206
1391	11836	73196
1392	11845	73187
1393	11853	73178
1394	11861	73168
1395	11869	73158
1396	11878	73147
1397	11886	73137
1398	11894	73126
1399	11902	73117
1400	11911	73107
1401	11919	73097
1402	11927	73086
1403	11935	73075
1404	11943	73065
1405	11952	73056
1406	11960	73046
1407	11968	73036
1408	11977	73030
1409	11985	73019
1410	11994	73009
1411	12002	72998
1412	12010	72989
1413	12018	72979
1414	12026	72968
1415	12035	72959
1416	12043	72948
1417	12051	72938
1418	12059	72928
1419	12069	72924
1420	12078	72919
1421	12086	72909
1422	12094	72900
1423	12103	72890
1424	12111	72879
1425	12119	72870
1426	12127	72860
1427	12136	72850
1428	12144	72840
1429	12152	72829
1430	12160	72818
1431	12168	72808
1432	12176	72797
1433	12185	72787
1434	12193	72779
1435	12201	72768
1436	12210	72758
1437	12218	72747
1438	12226	72738
1439	12234	72728
1440	12242	72717
1441	12250	72706
1442	12259	72697
1443	12267	72687
1444	12275	72678
1445	12284	72669
1446	12292	72658
1447	12300	72648
1448	12309	72640
1449	12317	72630
1450	12326	72622
1451	12334	72612
1452	12342	72602
1453	12350	72592
1454	12359	72582
1455	12367	72573
1456	12375	72561
1457	12383	72551
1458	12391	72542
1459	12400	72533
1460	12408	72522
1461	12416	72512
1462	12425	72503
1463	12433	72492
1464	12441	72483
1465	12450	72479
1466	12459	72471
1467	12467	72460
1468	12475	72451
1469	12483	72440
1470	12492	72431
1471	12500	72421
1472	12508	72412
1473	12517	72404
1474	12525	72393
1475	12533	72382
1476	12541	72373
1477	12550	72363
1478	12558	72354
1479	12566	72344
1480	12575	72337
1481	12584	72329
1482	12592	72318
1483	12600	72308
1484	12608	72298
1485	12616	72287
1486	12624	72276
1487	12632	72265
1488	12641	72255
1489	12649	72245
1490	12658	72239
1491	12666	72229
1492	12675	72226
1493	12684	72218
1494	12693	72211
1495	12702	72205
1496	12711	72199
1497	12719	72193
1498	12730	72193
1499	12739	72189
1500	12747	72181
1501	12757	72179
1502	12766	72173
1503	12775	72166
1504	12783	72159
1505	12792	72152
1506	12801	72146
1507	12810	72138
1508	12818	72131
1509	12827	72122
1510	12835	72114
1511	12844	72105
1512	12852	72096
1513	12861	72091
1514	12870	72081
1515	12878	72072
1516	12887	72067
1517	12896	72061
1518	12904	72051
1519	12913	72044
1520	12921	72033
1521	12929	72023
1522	12938	72013
1523	12946	72003
1524	12954	71994
1525	12963	71984
1526	12971	71974
1527	12979	71963
1528	12987	71953
1529	12995	71944
1530	13004	71939
1531	13013	71930
1532	13022	71922
1533	13030	71914
1534	13039	71905
1535	13047	71898
1536	13055	71888
1537	13064	71880
1538	13073	71875
1539	13081	71866
1540	13090	71856
1541	13098	71848
1542	13107	71839
1543	13115	71830
1544	13124	71821
1545	13132	71811
1546	13140	71803
1547	13149	71794
1548	13157	71785
1549	13166	71776
1550	13174	71767
1551	13182	71757
1552	13191	71749
1553	13199	71740
1554	13208	71732
1555	13216	71722
1556	13224	71713
1557	13233	71704
1558	13241	71694
1559	13249	71685
1560	13258	71676
1561	13267	71670
1562	13275	71660
1563	13283	71651
1564	13292	71642
1565	13300	71634
1566	13309	71626
1567	13318	71618
1568	13326	71609
1569	13335	71604
1570	13344	71596
1571	13352	71588
1572	13361	71579
1573	13369	71570
1574	13377	71560
1575	13386	71551
1576	13394	71543
1577	13403	71535
1578	13411	71525
1579	13420	71517
1580	13428	71508
1581	13436	71499
1582	13445	71490
1583	13453	71481
1584	13462	71472
1585	13470	71463
1586	13478	71454
1587	13487	71445
1588	13495	71436
1589	13504	71428
1590	13512	71418
1591	13520	71408
1592	13529	71399
1593	13537	71390
1594	13545	71380
1595	13554	71372
1596	13562	71364
1597	13571	71355
1598	13579	71346
1599	13588	71339
1600	13597	71333
1601	13605	71324
1602	13614	71315
1603	13622	71305
1604	13630	71296
1605	13639	71287
1606	13647	71279
1607	13656	71270
1608	13664	71262
1609	13673	71254
1610	13681	71244
1611	13690	71236
1612	13698	71227
1613	13707	71221
1614	13715	71212
1615	13724	71203
1616	13732	71194
1617	13741	71186
1618	13749	71176
1619	13758	71169
1620	13766	71160
1621	13774	71150
1622	13783	71141
1623	13791	71132
1624	13800	71124
1625	13808	71115
1626	13817	71108
1627	13826	71100
1628	13834	71092
1629	13843	71084
1630	13851	71076
1631	13860	71069
1632	13869	71062
1633	13878	71055
1634	13886	71046
1635	13894	71036
1636	13903	71027
1637	13911	71018
1638	13919	71008
1639	13927	70998
1640	13936	70988
1641	13945	70983
1642	13953	70974
1643	13962	70965
1644	13971	70959
1645	13979	70952
1646	13988	70946
1647	13997	70938
1648	14006	70932
1649	14015	70925
1650	14024	70919
1651	14033	70912
1652	14041	70905
1653	14050	70900
1654	14059	70891
1655	14068	70887
1656	14077	70880
1657	14086	70872
1658	14094	70863
1659	14102	70854
1660	14111	70846
1661	14119	70837
1662	14128	70828
1663	14136	70819
1664	14145	70810
1665	14153	70801
1666	14161	70792
1667	14170	70783
1668	14178	70773
1669	14186	70764
1670	14195	70755
1671	14203	70747
1672	14212	70739
1673	14220	70730
1674	14229	70721
1675	14237	70713
1676	14246	70704
