iter	TotalF1	Logloss
223	0.8062189112	0.4371961115
224	0.8062013374	0.4367754419
225	0.8060945348	0.4363348018
226	0.8062184044	0.4359172458
227	0.8062157772	0.435497471
228	0.8062059199	0.4350821698
229	0.8061356365	0.434646576
230	0.806110368	0.4342398643
231	0.8061500014	0.4338230599
232	0.8060806681	0.4334161693
233	0.8060857846	0.4330337229
234	0.8060907703	0.4326338469
235	0.8061178482	0.4322388026
236	0.8061153548	0.4318718888
237	0.8060675538	0.4314609182
238	0.8060393429	0.4310652654
239	0.8060270715	0.4306975643
240	0.8060720018	0.4303222757
241	0.8060165991	0.4299474524
242	0.8059560643	0.4295954271
243	0.8059329466	0.4292243617
244	0.8059156362	0.4288656795
245	0.8059179442	0.4285107552
246	0.8059758367	0.4281568687
247	0.8059073458	0.4277961465
248	0.8058836385	0.4274509927
249	0.8059722518	0.4270969632
250	0.8060126851	0.4267344515
251	0.8059756253	0.4264090535
252	0.8060252749	0.4260950723
253	0.8060208914	0.4257628385
254	0.8060388762	0.4254102405
255	0.8061099824	0.4250732468
256	0.8060555236	0.4247361814
257	0.8060336736	0.4243977918
258	0.8060187267	0.4240793012
259	0.8059935658	0.4237289579
260	0.8059752679	0.4234155494
261	0.8058873034	0.4230894714
262	0.8059004326	0.4227826482
263	0.8059430043	0.4224712439
264	0.8059389196	0.4221566185
265	0.8059161112	0.4218553784
266	0.8059031584	0.4215358857
267	0.8059807732	0.4212380814
268	0.8058826748	0.420948115
269	0.8058912158	0.420618458
270	0.8059426547	0.4203198664
271	0.8058194745	0.4200199863
272	0.8057928329	0.4197215736
273	0.8057147859	0.4194021524
274	0.8057622877	0.4191069607
275	0.8057179205	0.4188127354
276	0.8057501838	0.4185137142
277	0.8056766757	0.4182135478
278	0.8056637456	0.4179024298
279	0.805707131	0.4176114613
280	0.8056700293	0.417344937
281	0.8057281623	0.4170431243
282	0.8056676072	0.41676504
283	0.8056194984	0.4164883157
284	0.805584491	0.4161931956
285	0.8056475912	0.4159199787
286	0.8055876486	0.4156567471
287	0.8055658589	0.4153906522
288	0.8056573376	0.4151237343
289	0.8056806962	0.4148649405
290	0.8057393018	0.4145949804
291	0.8056732431	0.4143400877
292	0.8057052047	0.4140843361
293	0.8057243598	0.4138175255
294	0.8057047673	0.4135737991
295	0.8057274256	0.41330774
296	0.8056538446	0.4130598979
297	0.8056631227	0.4128134515
298	0.8056782387	0.4125530472
299	0.8056612876	0.4123156913
300	0.8056468533	0.4120598323
301	0.8056758335	0.4118101291
302	0.8056223411	0.4115468616
303	0.8055952071	0.4113182026
304	0.8055411946	0.4110862509
305	0.8055743323	0.4108420235
306	0.8055702303	0.4106109308
307	0.8054859642	0.4103549286
308	0.8054809105	0.410128918
309	0.8054224553	0.4099026569
310	0.8054379875	0.4096777916
311	0.8054885118	0.4094457325
312	0.8054859859	0.4092001093
313	0.8054717649	0.4089751724
314	0.8054617961	0.4087485176
315	0.8054596685	0.4085331365
316	0.8054540866	0.4083006122
317	0.8054249441	0.4080914227
318	0.8054426319	0.40786237
319	0.8054191993	0.4076363952
320	0.8054297232	0.4074101698
321	0.8053711718	0.407206134
322	0.8053849236	0.4069979108
323	0.8054165136	0.4067951633
324	0.8054418082	0.4065791022
325	0.8053746642	0.4063633632
326	0.8053898387	0.4061505589
327	0.8053813871	0.4059526073
328	0.8053136644	0.4057506472
329	0.8052752656	0.4055520872
330	0.8052838874	0.405332125
331	0.805300395	0.4051127354
332	0.8053054597	0.4049063733
333	0.8053313237	0.4047096027
334	0.8052421438	0.4045102911
335	0.8052052384	0.4043099773
336	0.8052264766	0.4041234067
337	0.8051794418	0.4039168298
338	0.8051344743	0.4037115771
339	0.8051211724	0.4035285855
340	0.8051344743	0.4033453433
341	0.8051465086	0.403166038
342	0.8051971732	0.4029762464
343	0.8051085034	0.4027897474
344	0.8050825169	0.4025973073
345	0.8051094586	0.4024182883
346	0.8051417582	0.4022446735
347	0.8051651832	0.4020695914
348	0.8051373224	0.4018749681
349	0.8050671882	0.4016795934
350	0.8050757222	0.4014863659
351	0.8050005067	0.4013050206
352	0.8049915877	0.4011404963
353	0.8049890524	0.4009631594
354	0.8049966582	0.4008005678
355	0.8049358057	0.4006112414
356	0.8049834829	0.4004477909
357	0.8049888866	0.4002751066
358	0.8049875505	0.4000911844
359	0.8049863512	0.3999263739
360	0.8049599545	0.3997647128
361	0.8049827659	0.3996127506
362	0.8049853004	0.3994496579
363	0.8050157122	0.3992774031
364	0.8049903693	0.399113022
365	0.8050182463	0.3989560494
366	0.8050511879	0.3988020472
367	0.8050537217	0.3986273945
368	0.8050613229	0.3984548176
369	0.8049954381	0.398299706
370	0.8049893832	0.3981491396
371	0.8049614959	0.3979870133
372	0.8049229576	0.3978327964
373	0.8049356376	0.3976757521
374	0.8049336055	0.39753263
375	0.8048874501	0.3973938026
376	0.8048291056	0.3972390846
377	0.8048494009	0.3970956762
378	0.804870334	0.3969408151
379	0.804871717	0.3968010213
380	0.8048597193	0.396647055
381	0.8048774749	0.3964951286
382	0.8049060489	0.3963589496
383	0.8048477211	0.3962163643
384	0.8048604022	0.3960599285
385	0.8048767907	0.3959239284
386	0.804871717	0.3957782652
387	0.8049097677	0.3956451999
388	0.8049478126	0.3955112757
389	0.8049046946	0.3953589914
390	0.804853958	0.3952192693
391	0.8048454788	0.3950904271
392	0.8048175624	0.3949497029
393	0.8047959479	0.3948184986
394	0.8048395977	0.3946861849
395	0.8048252365	0.394551008
396	0.8048461736	0.3944319722
397	0.8048752357	0.3942947553
398	0.8048245495	0.3941736437
399	0.8047941069	0.3940368563
400	0.8047788842	0.3939059742
401	0.8047408233	0.3937765236
402	0.8047571762	0.3936525488
403	0.8047952475	0.3935257825
404	0.8047724054	0.3934035972
405	0.8047458985	0.3932743255
406	0.8047724054	0.393137395
407	0.8048358506	0.3930156391
408	0.804828238	0.3928961023
409	0.8048662985	0.3927709464
410	0.8048081675	0.3926501927
411	0.8048245495	0.3925264685
412	0.8048245495	0.3923980558
413	0.8048600613	0.3922839231
414	0.804829623	0.392153041
415	0.8047991809	0.3920283504
416	0.8047585858	0.3918986135
417	0.8048189573	0.391782763
418	0.8047941069	0.3916643714
419	0.8047605969	0.3915499166
420	0.8047428324	0.3914318829
421	0.8047402945	0.3913166049
422	0.8047250666	0.3911984996
423	0.8047729341	0.3910944954
424	0.8047399405	0.390981007
425	0.8048097724	0.390869308
426	0.8047669749	0.3907446174
427	0.8047644365	0.3906233626
428	0.8047644365	0.3905179626
429	0.8047415897	0.3904068005
430	0.8047107639	0.3903000762
431	0.8046980677	0.3901819351
432	0.8047234595	0.390069914
433	0.8047336155	0.3899648003
434	0.8047488487	0.389866415
435	0.8047158422	0.3897629834
436	0.8047310765	0.3896584423
437	0.8047310765	0.389556156
438	0.8046980677	0.3894449223
439	0.8047158422	0.3893445686
440	0.8047590037	0.3892491896
441	0.804756465	0.3891484064
442	0.804756465	0.3890412885
443	0.8047285375	0.3889338842
444	0.8047412322	0.3888346042
445	0.8047133031	0.3887318168
446	0.8047082247	0.3886317136
447	0.804712217	0.3885312167
448	0.8047045974	0.3884393093
449	0.8047071373	0.3883462567
450	0.804728721	0.3882461177
451	0.8046982343	0.3881505956
452	0.804745589	0.3880545008
453	0.8047265462	0.3879603387
454	0.8047214657	0.3878623113
455	0.8048141805	0.3877732312
456	0.8048032939	0.3876701933
457	0.8047753455	0.3875667975
458	0.8048007532	0.3874780038
459	0.8048566413	0.3873924311
460	0.8048795011	0.3873023848
461	0.8048776746	0.3872173848
462	0.8048751351	0.3871241531
463	0.8048871205	0.3870384015
464	0.8048718814	0.386945492
465	0.8048464808	0.386852511
466	0.8048210776	0.3867656857
467	0.8047905904	0.3866796835
468	0.8047735359	0.386589673
469	0.8047989396	0.3865078224
470	0.8048167206	0.3864290856
471	0.8048475716	0.3863405424
472	0.8048272425	0.3862570097
473	0.8048577356	0.3861713297
474	0.8048081931	0.3860794939
475	0.8048481172	0.3859969633
476	0.8048328724	0.3859131086
477	0.8048328724	0.3858272854
478	0.8048277906	0.3857368811
479	0.8048150857	0.385650199
480	0.8048430357	0.3855662369
481	0.8048404949	0.3854895042
482	0.8048426718	0.3854093
483	0.8048299666	0.3853243358
484	0.8048299666	0.3852446684
485	0.8048292335	0.3851698683
486	0.8048279401	0.3850919188
487	0.8048058028	0.3850146494
488	0.8047956341	0.3849411378
489	0.804815971	0.3848605398
490	0.804818513	0.3847835567
491	0.8048439316	0.3847097945
492	0.8048464733	0.3846285524
493	0.804818513	0.3845501376
494	0.8047829227	0.3844767334
495	0.8047651256	0.3844051186
496	0.8047803803	0.3843299965
497	0.8048048713	0.3842500428
498	0.8048048713	0.3841688007
499	0.8048068521	0.3840867354
500	0.8048322806	0.3840082133
501	0.8048399086	0.3839420743
502	0.8048319069	0.3838719985
503	0.8048714736	0.3838065395
504	0.8048622343	0.3837401858
505	0.8048825754	0.3836665668
506	0.8048740168	0.3835960258
507	0.8048689304	0.3835280257
508	0.8048291766	0.3834595605
509	0.8048613007	0.3833901646
510	0.8048622343	0.3833256362
511	0.8048816462	0.3832581015
512	0.8048892753	0.3831941814
513	0.8048841892	0.3831239267
514	0.8048908845	0.383049234
515	0.8048781665	0.3829814129
516	0.8048613007	0.3829165624
517	0.8048409535	0.3828506382
518	0.804889755	0.3827748718
519	0.804889755	0.3827038297
520	0.8049244303	0.3826299244
521	0.8048756228	0.3825673644
522	0.8049163185	0.3825060212
523	0.8049355464	0.3824331538
524	0.8049034148	0.3823713454
525	0.8049110452	0.3823103243
526	0.8048983277	0.382237958
527	0.8049121613	0.3821755053
528	0.8049350452	0.3821117643
529	0.8049746231	0.3820455537
530	0.8049695375	0.3819826358
531	0.804992422	0.3819154947
532	0.8050020425	0.3818606294
533	0.8049942298	0.3817971747
534	0.8050187396	0.3817362252
535	0.8049933051	0.3816759199
536	0.8050212829	0.3816139683
537	0.8050212829	0.3815525894
538	0.8049983922	0.3814952546
539	0.8050263695	0.3814358798
540	0.8050161963	0.381376004
541	0.8050365422	0.3813197072
542	0.8050212829	0.381266023
543	0.8050263695	0.3812057535
544	0.8050594295	0.3811424061
545	0.8051026552	0.3810851429
546	0.8051102825	0.3810320313
547	0.8051102825	0.3809755197
548	0.8051077401	0.3809105976
549	0.8051179096	0.3808591681
550	0.8051280787	0.3808094207
551	0.8051026552	0.3807588502
552	0.8051077401	0.3807033407
553	0.8051382473	0.380650587
554	0.8051458736	0.3805945049
555	0.8051433315	0.3805382438
556	0.8051331631	0.3804775806
557	0.8051331631	0.3804209259
558	0.8050937477	0.3803662395
559	0.8051420373	0.3803112311
560	0.8051344132	0.3802593721
561	0.8051892614	0.3802054374
562	0.8052259707	0.3801551531
563	0.8051936357	0.3801001089
564	0.8052183446	0.380046711
565	0.8052183446	0.3799966773
566	0.8052768699	0.3799447826
567	0.8053037709	0.3798915636
568	0.8052986841	0.3798390246
569	0.8053037709	0.379780652
570	0.8052923054	0.379729473
571	0.8053266601	0.3796799404
572	0.8053050186	0.379624574
573	0.8052859179	0.3795746835
574	0.8052884599	0.3795253298
575	0.8053304433	0.3794840645
576	0.8053533233	0.3794332792
577	0.8053570845	0.3793832813
578	0.8053469191	0.3793301697
579	0.8053672495	0.3792814602
580	0.805400283	0.3792378687
581	0.8053901193	0.3791889802
582	0.8054123017	0.379140557
583	0.8054004542	0.3790878391
584	0.805402995	0.3790385928
585	0.8054207794	0.3789905991
586	0.8054461837	0.3789402433
587	0.8053965652	0.3788909612
588	0.8053965652	0.3788450433
589	0.8054219643	0.3788005212
590	0.8054575187	0.3787543527
591	0.8054676762	0.3787083274
592	0.805508302	0.3786621948
593	0.8054981462	0.3786103358
594	0.8054803725	0.3785630937
595	0.8054930681	0.3785156369
596	0.8054956071	0.3784661042
597	0.8055209962	0.3784175379
598	0.8055184574	0.3783683989
599	0.8055133798	0.3783257379
600	0.8055286124	0.3782801778
601	0.8054956071	0.378237302
602	0.8055260737	0.3781870894
603	0.8055260737	0.3781421378
604	0.8055463827	0.3780933567
605	0.805562099	0.3780513399
606	0.8055747889	0.3780066746
607	0.805619187	0.3779633335
608	0.8056242636	0.3779141946
609	0.80559461	0.3778727503
610	0.80563014	0.3778333461
611	0.8056326777	0.3777910787
612	0.8056174513	0.3777470935
613	0.8056295007	0.3776999945
614	0.8056650318	0.3776589798
615	0.8056599562	0.3776114155
616	0.8056479031	0.377571546
617	0.8056650318	0.3775296366
618	0.8056827954	0.3774903755
619	0.8056802578	0.3774456386
620	0.8056980204	0.3774076302
621	0.8057107072	0.3773652912
622	0.8056962673	0.3773275333
623	0.8056810454	0.3772880575
624	0.8056886564	0.3772512659
625	0.8057038778	0.3772069586
626	0.8057241716	0.3771687354
627	0.8057368544	0.3771281859
628	0.8057317813	0.3770873143
629	0.8057470001	0.3770498785
630	0.8057672904	0.3770125143
631	0.8058375399	0.3769772259
632	0.8058458997	0.3769395037
633	0.8059177872	0.3769019606
634	0.8058831839	0.37686159
635	0.8058781128	0.3768259079
636	0.8058730415	0.3767906911
637	0.805916144	0.37675279
638	0.8059389599	0.376712491
639	0.8059719126	0.3766755921
640	0.8059719126	0.3766364742
641	0.805982051	0.3766015436
642	0.8059795164	0.3765643584
643	0.8059896545	0.3765230573
644	0.8059719126	0.3764927794
645	0.8059693779	0.3764534468
646	0.8059516345	0.376422131
647	0.8059216564	0.376389312
648	0.805959239	0.3763532004
649	0.8059589462	0.3763192362
650	0.8059622106	0.3762800467
651	0.8059842949	0.3762454741
652	0.8060045721	0.3762122256
653	0.8060223133	0.3761809098
654	0.8060603258	0.3761495225
655	0.8060679276	0.3761146993
656	0.8060828475	0.3760789814
657	0.8061208541	0.3760449814
658	0.8061056521	0.3760158129
659	0.8061255001	0.3759805603
660	0.8061457702	0.3759436255
661	0.806148722	0.3759132045
662	0.8061715207	0.3758775224
663	0.8061791198	0.375844775
664	0.8061816527	0.375807196
665	0.806222177	0.3757756655
666	0.8062297745	0.3757412002
667	0.8062247095	0.3757080234
668	0.8062272421	0.3756753834
669	0.8062200509	0.3756454276
670	0.8062251154	0.3756170465
671	0.8062023245	0.375588236
672	0.8062244376	0.3755551665
673	0.8062345684	0.3755238507
674	0.8062124541	0.3754927496
675	0.8062377761	0.3754614696
676	0.8062453723	0.3754294738
677	0.8062472314	0.3753984085
678	0.8062331144	0.375369777
679	0.8062109977	0.3753425412
680	0.8062363113	0.3753129075
681	0.8062261861	0.3752801243
682	0.806271746	0.3752491306
683	0.8062844001	0.3752140927
684	0.8062995841	0.3751828485
685	0.8063223584	0.3751511748
686	0.8063501909	0.3751172106
687	0.8063506985	0.3750880779
688	0.8063852306	0.3750610211
689	0.8063852306	0.3750307074
690	0.8064054702	0.3749993558
691	0.8063959787	0.3749702589
692	0.8064181192	0.3749426295
693	0.8064408856	0.3749113852
694	0.8064737669	0.3748810358
695	0.8065109692	0.3748511873
696	0.8065059103	0.3748231284
697	0.8065134986	0.3747955705
698	0.8065413206	0.3747662589
699	0.8065185574	0.3747422441
700	0.8065438497	0.3747151515
701	0.8065210867	0.3746899915
702	0.8065286746	0.3746611809
703	0.8065716683	0.3746330504
704	0.806584312	0.3746036315
705	0.8066020123	0.3745760736
706	0.8065969552	0.3745495535
707	0.8065944266	0.3745241788
708	0.8066070693	0.3744965851
709	0.8066252376	0.3744707809
710	0.8066176539	0.3744429009
711	0.8066227097	0.3744165598
712	0.8066378765	0.3743873914
713	0.8066479872	0.3743579366
714	0.8066433943	0.3743305935
715	0.8066686654	0.3743077956
716	0.8066863537	0.3742827787
717	0.8067071258	0.3742558292
718	0.8066723181	0.3742291303
719	0.8066798956	0.3742019303
720	0.8067127288	0.3741766629
721	0.8067329317	0.3741496061
722	0.8067209556	0.3741256987
723	0.8067058067	0.3740968524
724	0.8067234803	0.3740724439
725	0.8067058067	0.3740495029
726	0.8067411527	0.3740235913
727	0.806765758	0.3739935281
728	0.8067916384	0.3739678671
729	0.8068162516	0.3739381976
730	0.8068141459	0.373912286
731	0.8068595741	0.3738860165
732	0.8068873317	0.3738603197
733	0.8069125633	0.3738350165
734	0.8069251781	0.3738097133
735	0.8069150863	0.3737846965
736	0.8069150863	0.3737585701
737	0.8069226552	0.3737309765
738	0.8069403151	0.3737057449
739	0.8069705863	0.3736838059
740	0.8069831982	0.3736575006
741	0.8069857205	0.3736303364
742	0.8069688358	0.3736051048
743	0.8069764005	0.3735819133
744	0.8069864865	0.3735563954
745	0.8069765903	0.3735331322
746	0.806974352	0.3735111217
747	0.806979394	0.373484888
748	0.8069819149	0.373458869
749	0.8070416736	0.3734334585
750	0.8070440083	0.3734111974
751	0.8070616574	0.373388149
752	0.8070542793	0.3733645995
753	0.8070397071	0.3733414795
754	0.8070472687	0.3733155321
755	0.8070275616	0.3732908374
756	0.8070353026	0.3732676458
757	0.8070776027	0.3732454921
758	0.8070903808	0.3732223363
759	0.8070903808	0.3732001468
760	0.807115577	0.3731782437
761	0.8071081063	0.3731580584
762	0.8071479813	0.3731371215
763	0.8071555399	0.3731150036
764	0.8071458091	0.3730918836
765	0.8071282611	0.3730729868
766	0.8071282611	0.3730505468
767	0.8071458953	0.3730317215
768	0.8071464072	0.3730112499
769	0.8071665539	0.3729921383
770	0.807191735	0.3729737783
771	0.8072018067	0.3729530204
772	0.8072610891	0.3729314394
773	0.8072790476	0.3729093931
774	0.8072395721	0.3728865594
775	0.8073411126	0.3728630815
776	0.8072943974	0.3728411783
777	0.8073095031	0.3728211362
778	0.8073418362	0.3728016309
779	0.8073396337	0.3727821972
780	0.807386762	0.3727639804
781	0.807406904	0.3727425425
782	0.807399738	0.3727209256
783	0.8074220094	0.3727015635
784	0.8074072894	0.3726798035
785	0.8074274254	0.3726593677
786	0.8074400096	0.3726379298
787	0.8074702091	0.3726155972
788	0.8075129856	0.3725965214
789	0.8075431763	0.3725752982
790	0.8076028535	0.3725552203
791	0.8076129181	0.3725368603
792	0.8075755294	0.3725168182
793	0.8075805613	0.3724976708
794	0.8075881089	0.3724784519
795	0.8076431096	0.3724581234
796	0.8076456254	0.3724417676
797	0.8076456254	0.3724218687
798	0.8076333897	0.372400395
799	0.8076786623	0.3723796729
800	0.8077012956	0.3723600245
801	0.8077264413	0.3723417718
802	0.8076969071	0.3723235908
803	0.8076969071	0.3723028687
804	0.8077145022	0.372283256
805	0.8077170156	0.372261675
806	0.8077346093	0.3722423128
807	0.8077547149	0.3722219486
808	0.8077374249	0.3722055213
809	0.8077974338	0.3721868391
810	0.8078448844	0.3721701612
811	0.8078599603	0.3721511212
812	0.8078674979	0.3721354454
813	0.8078976461	0.3721154749
814	0.8079051825	0.3720977233
815	0.8079428616	0.3720781823
816	0.8079503967	0.3720596433
817	0.8079679778	0.3720416412
818	0.8079679778	0.3720204896
819	0.8079704892	0.3720014854
820	0.8080106696	0.3719833401
821	0.8080282464	0.3719658391
822	0.8080382898	0.3719455107
823	0.8080533541	0.3719282243
824	0.8080684175	0.371911117
825	0.8080809696	0.3718922559
826	0.8080910109	0.3718766159
827	0.8080935212	0.3718572538
828	0.8081211323	0.3718389296
829	0.8081288873	0.3718212496
830	0.808131615	0.3718027464
831	0.8081567017	0.3717840643
832	0.8081268938	0.3717675295
833	0.8081494657	0.3717527485
834	0.8081569892	0.371733959
835	0.8081770508	0.3717167085
836	0.8081971108	0.3716992432
837	0.8082121548	0.3716833885
838	0.8082297049	0.3716652074
839	0.8082497608	0.3716486369
840	0.8082673083	0.3716320663
841	0.8082773349	0.3716144221
842	0.8083149311	0.37159778
843	0.8083349801	0.3715814242
844	0.8083399921	0.3715634221
845	0.8083675563	0.3715443821
846	0.8083577786	0.3715294221
847	0.8083502636	0.3715130305
848	0.8083703031	0.3714958158
849	0.8083853316	0.371479961
850	0.8083927887	0.3714631758
851	0.808400303	0.3714446368
852	0.8083928455	0.3714292831
853	0.8084303581	0.3714132852
854	0.8084604096	0.3713968936
855	0.8084379763	0.371380681
856	0.8084379763	0.3713669378
857	0.8084605108	0.3713517273
858	0.8084605108	0.371335121
859	0.8084780362	0.3713189799
860	0.8084806563	0.371302481
861	0.8084931709	0.3712856241
862	0.8085306051	0.3712687315
863	0.808540617	0.3712515883
864	0.8085531312	0.3712356262
865	0.8085581368	0.3712186262
866	0.8085706502	0.3712022704
867	0.808578158	0.3711869883
868	0.8085956752	0.3711704178
869	0.8086006799	0.3711564241
870	0.8085981775	0.3711407483
871	0.8086207332	0.3711235694
872	0.8086257369	0.3711084304
873	0.8086058088	0.3710925399
874	0.8086283216	0.3710766135
875	0.8086408278	0.371062262
876	0.8086333241	0.3710477314
877	0.8086633374	0.3710346325
878	0.8086833443	0.3710204598
879	0.8086883458	0.3710047125
880	0.8086808435	0.3709871398
881	0.8087133517	0.370972824
882	0.8087458556	0.3709557167
