iter	TotalF1	Logloss
1738	0.8159358201	0.3639847125
1739	0.8159382228	0.3639796303
1740	0.815943028	0.3639747272
1741	0.815936828	0.3639688219
1742	0.8159598457	0.3639627735
1743	0.8159560454	0.3639556156
1744	0.8159560454	0.3639502472
1745	0.8159608496	0.3639454872
1746	0.8159656536	0.3639404409
1747	0.8159776634	0.3639344282
1748	0.8159824671	0.3639294535
1749	0.8160254066	0.3639240851
1750	0.8159992794	0.3639179293
1751	0.8159879138	0.363912203
1752	0.8159927164	0.3639058324
1753	0.81599992	0.3639013945
1754	0.81599992	0.3638964914
1755	0.8160095246	0.3638925187
1756	0.8160191288	0.3638877945
1757	0.8160548658	0.3638820324
1758	0.8160383361	0.363877165
1759	0.8160740752	0.363871904
1760	0.8160788773	0.3638675377
1761	0.8160764762	0.3638626345
1762	0.8160764762	0.3638577314
1763	0.8160908821	0.3638521482
1764	0.8160980848	0.3638478893
1765	0.8161052872	0.3638410535
1766	0.8161124895	0.363836365
1767	0.8161100887	0.3638298514
1768	0.8161196915	0.3638248766
1769	0.8161141778	0.3638190787
1770	0.8161213792	0.3638129587
1771	0.8161388959	0.3638075903
1772	0.8161532983	0.363801864
1773	0.8161556986	0.3637968534
1774	0.8161701	0.3637906619
1775	0.8161725002	0.3637849355
1776	0.8161701	0.3637802829
1777	0.8161845007	0.3637734829
1778	0.8161893007	0.363768544
1779	0.8161845007	0.3637634261
1780	0.8161893007	0.3637599187
1781	0.8162037002	0.3637528324
1782	0.8162156992	0.3637488955
1783	0.8161991403	0.3637432766
1784	0.8162063381	0.3637392682
1785	0.8162207331	0.3637340071
1786	0.8162492933	0.3637273503
1787	0.8162612901	0.3637224471
1788	0.8162657266	0.3637167924
1789	0.8162495207	0.3637119608
1790	0.8162519195	0.3637054113
1791	0.8162305528	0.3636998282
1792	0.8162687106	0.3636935292
1793	0.8162501033	0.3636892703
1794	0.8162548999	0.3636825776
1795	0.8162620947	0.3636766366
1796	0.8162620947	0.363671626
1797	0.8162692892	0.3636679039
1798	0.8162764836	0.3636642892
1799	0.8162860757	0.3636589208
1800	0.8163028611	0.3636540892
1801	0.8163172477	0.3636479692
1802	0.81631485	0.3636417418
1803	0.8163244407	0.3636370892
1804	0.8163316335	0.3636320071
1805	0.8163364286	0.3636267818
1806	0.8163484159	0.3636215566
1807	0.8163500774	0.3636147565
1808	0.8163452829	0.363608386
1809	0.8163672259	0.3636028744
1810	0.81635524	0.3635992597
1811	0.8163572688	0.3635938197
1812	0.8163740482	0.3635879502
1813	0.8163843744	0.3635830471
1814	0.8164201498	0.3635780723
1815	0.8164325057	0.3635728471
1816	0.8164393276	0.3635671923
1817	0.816446519	0.3635621102
1818	0.8164561071	0.3635564913
1819	0.816458504	0.3635511944
1820	0.816458504	0.3635462913
1821	0.8164537101	0.3635421039
1822	0.8164680917	0.3635356618
1823	0.8164680917	0.3635290049
1824	0.8164680917	0.3635249249
1825	0.8164728854	0.3635212744
1826	0.8164673492	0.3635175165
1827	0.8164896626	0.3635117186
1828	0.8164896626	0.3635082113
1829	0.816499249	0.3635025565
1830	0.8165016456	0.363496866
1831	0.8165040421	0.363492607
1832	0.8165112316	0.3634890997
1833	0.8165040421	0.3634845186
1834	0.8165160245	0.3634803312
1835	0.8165280063	0.363474927
1836	0.8165304026	0.3634704533
1837	0.8165304026	0.3634661944
1838	0.8165447798	0.3634591081
1839	0.8165327988	0.3634532386
1840	0.8165392393	0.3634493376
1841	0.8165584066	0.3634445775
1842	0.8165584066	0.3634397102
1843	0.8165703854	0.3634353797
1844	0.8165631982	0.363429367
1845	0.8165919458	0.3634247502
1846	0.8165823637	0.3634199186
1847	0.8165943413	0.3634124028
1848	0.8166087138	0.3634038849
1849	0.8166158998	0.3633986239
1850	0.8166206903	0.3633923607
1851	0.8166398514	0.3633890323
1852	0.8166414893	0.3633833417
1853	0.8166366996	0.3633777944
1854	0.8166462789	0.3633731417
1855	0.8166661956	0.3633670933
1856	0.8166678312	0.3633613312
1857	0.8166726203	0.363355748
1858	0.8166750148	0.3633509165
1859	0.8166798038	0.3633451544
1860	0.8166893816	0.3633394996
1861	0.816658747	0.3633331291
1862	0.8166707176	0.3633282975
1863	0.8166659294	0.3633244322
1864	0.8166826877	0.3633187775
1865	0.8166922634	0.3633130154
1866	0.8166946572	0.3633073965
1867	0.8167042325	0.3633012407
1868	0.8167066262	0.363294047
1869	0.816716201	0.3632900028
1870	0.816732956	0.3632842049
1871	0.8167449231	0.3632796238
1872	0.8167091139	0.3632731459
1873	0.816726634	0.3632690659
1874	0.8167449231	0.3632660596
1875	0.8167576582	0.3632615859
1876	0.8167385995	0.3632568975
1877	0.8167457785	0.3632528533
1878	0.8167481715	0.3632489522
1879	0.816760136	0.3632448006
1880	0.8167864559	0.3632405059
1881	0.8167864559	0.3632362827
1882	0.816791241	0.3632323459
1883	0.81678329	0.3632264406
1884	0.8168238923	0.3632203564
1885	0.8168024287	0.3632154175
1886	0.8168096054	0.3632118743
1887	0.816821566	0.3632066491
1888	0.8168311341	0.3632023185
1889	0.8168311341	0.3631990975
1890	0.8168335261	0.363195948
1891	0.8168430937	0.3631894701
1892	0.8168478774	0.363184889
1893	0.8168677911	0.3631792343
1894	0.8168646196	0.3631743669
1895	0.8168773582	0.3631687838
1896	0.8168845334	0.3631652406
1897	0.8168940999	0.3631601943
1898	0.816893318	0.3631538954
1899	0.816893318	0.3631482048
1900	0.8168821874	0.363140868
1901	0.8168869696	0.3631353922
1902	0.8168893606	0.3631300238
1903	0.8169299711	0.3631246911
1904	0.8169467092	0.3631204322
1905	0.816941927	0.3631173185
1906	0.8169347535	0.3631124511
1907	0.8169108791	0.3631070469
1908	0.816941927	0.3631020006
1909	0.8169538824	0.3630976701
1910	0.8169610554	0.3630931606
1911	0.8169634463	0.3630895817
1912	0.8169730099	0.3630837838
1913	0.8169801823	0.363079668
1914	0.8169873545	0.3630756595
1915	0.8169969172	0.3630692174
1916	0.8170016983	0.3630659248
1917	0.8170136509	0.363061129
1918	0.8170303836	0.3630565837
1919	0.8170327739	0.3630505353
1920	0.8170351641	0.3630460258
1921	0.8170351641	0.3630431269
1922	0.8170471152	0.3630371501
1923	0.8170590656	0.3630314595
1924	0.8170638456	0.363027129
1925	0.8170781851	0.3630224048
1926	0.8170566784	0.3630166427
1927	0.8170638467	0.3630113458
1928	0.8170566784	0.3630064069
1929	0.8170495099	0.3630023627
1930	0.8170710148	0.3629962785
1931	0.8170757935	0.362991089
1932	0.8170853504	0.3629862932
1933	0.8170853504	0.3629808174
1934	0.8170949071	0.362978849
1935	0.8170972962	0.3629719416
1936	0.8171020743	0.3629681121
1937	0.8171164082	0.3629633164
1938	0.8171518588	0.3629586637
1939	0.8171494697	0.362955049
1940	0.8171518588	0.3629494658
1941	0.8171518588	0.3629448132
1942	0.8171311425	0.3629398742
1943	0.8171693849	0.3629348995
1944	0.817176552	0.3629296027
1945	0.8171813301	0.3629245563
1946	0.817186108	0.3629195458
1947	0.817186108	0.3629163605
1948	0.81720283	0.3629097037
1949	0.8172020242	0.3629046574
1950	0.8171836922	0.3629010426
1951	0.8171956337	0.3628943858
1952	0.817198022	0.3628893037
1953	0.8172027984	0.3628847226
1954	0.817212351	0.3628780658
1955	0.8172242913	0.3628711942
1956	0.817211137	0.3628660763
1957	0.8172079389	0.3628609584
1958	0.8172103266	0.3628568784
1959	0.817219877	0.3628517247
1960	0.8172270395	0.3628465353
1961	0.817229427	0.3628418111
1962	0.8172342018	0.3628376237
1963	0.817241364	0.3628336868
1964	0.8172580748	0.3628280321
1965	0.8172556876	0.362822771
1966	0.8172628492	0.3628170447
1967	0.8172700105	0.36281207
1968	0.8172516704	0.36280663
1969	0.8172564441	0.3628012616
1970	0.8172659912	0.36279711
1971	0.8172715815	0.3627906321
1972	0.8173046537	0.3627864447
1973	0.8173070407	0.3627827226
1974	0.8173118147	0.3627791079
1975	0.8173026089	0.3627727731
1976	0.8173193144	0.3627680131
1977	0.8173240872	0.36276243
1978	0.817307382	0.3627567752
1979	0.8173217008	0.3627507984
1980	0.8173240872	0.3627446784
1981	0.8173240872	0.3627423163
1982	0.8173312462	0.3627396321
1983	0.8173695066	0.362734371
1984	0.8173623469	0.3627288952
1985	0.81736712	0.36272367
1986	0.81736712	0.3627191963
1987	0.817381439	0.362713971
1988	0.817381439	0.3627086026
1989	0.8173838254	0.3627040573
1990	0.8173909845	0.3626995478
1991	0.8173957571	0.3626948952
1992	0.8174124606	0.3626888468
1993	0.8174148467	0.3626841226
1994	0.8174220049	0.3626784678
1995	0.8174315489	0.3626737436
1996	0.817429163	0.3626690552
1997	0.8174363208	0.3626639373
1998	0.8174482501	0.3626586405
1999	0.8174554073	0.3626534152
2000	0.8174649501	0.362646472
2001	0.8174625644	0.3626412826
2002	0.8174625644	0.3626389563
2003	0.8174649501	0.3626339457
2004	0.8174792635	0.3626295436
2005	0.8174864199	0.3626251415
2006	0.8174808183	0.3626207752
2007	0.8174903593	0.3626161941
2008	0.817502285	0.362611291
2009	0.8175258338	0.3626072468
2010	0.8175282191	0.3626026299
2011	0.8175496863	0.3625971183
2012	0.8175285197	0.3625933962
2013	0.817543664	0.3625876341
2014	0.8175460489	0.3625815141
2015	0.8175404437	0.3625771836
2016	0.8175452131	0.362572531
2017	0.8175475978	0.3625662678
2018	0.8175475978	0.3625610425
2019	0.8175523671	0.3625552089
2020	0.8175571363	0.3625494825
2021	0.8175571363	0.3625449373
2022	0.8175762123	0.3625400341
2023	0.8175738278	0.3625368131
2024	0.8175762123	0.3625326257
2025	0.8175762123	0.3625288678
2026	0.817588134	0.3625242867
2027	0.8175929025	0.3625194552
2028	0.8176072076	0.3625145162
2029	0.8176167439	0.3625098636
2030	0.8176446529	0.3625043878
2031	0.8176446529	0.3624997709
2032	0.8176541894	0.3624958341
2033	0.8176589574	0.3624913604
2034	0.817632588	0.3624862783
2035	0.8176453506	0.3624807309
2036	0.8176293601	0.3624775099
2037	0.8176548854	0.3624718194
2038	0.8176596527	0.3624674888
2039	0.8176795672	0.3624623351
2040	0.8176938686	0.3624571099
2041	0.8176698767	0.3624518488
2042	0.8176954045	0.3624468025
2043	0.8176817921	0.3624422572
2044	0.8177049375	0.3624368172
2045	0.8177153192	0.3624318783
2046	0.8177200857	0.3624271541
2047	0.8177296186	0.3624211057
2048	0.8177343848	0.3624165962
2049	0.8177439171	0.3624097246
2050	0.8177439171	0.3624047857
2051	0.817755832	0.3624000257
2052	0.817755832	0.3623949078
2053	0.8177582149	0.3623916151
2054	0.8177629806	0.362387213
2055	0.81777966	0.362381952
2056	0.8177740409	0.3623771562
2057	0.8177788059	0.3623726825
2058	0.8177788059	0.3623686383
2059	0.8177907182	0.3623644509
2060	0.8177907182	0.3623596909
2061	0.8178134436	0.3623554677
2062	0.8178182085	0.3623501709
2063	0.8178277381	0.3623454109
2064	0.8178229734	0.3623409372
2065	0.8178253557	0.3623356762
2066	0.817834885	0.3623299498
2067	0.8178444139	0.3623249393
2068	0.8178539425	0.3623196783
2069	0.8178587066	0.3623142025
2070	0.8178610887	0.3623085477
2071	0.8178729985	0.3623027856
2072	0.8178753804	0.3622998151
2073	0.8178753804	0.3622953772
2074	0.8178729985	0.3622910825
2075	0.8178753804	0.3622854993
2076	0.8178777623	0.3622807751
2077	0.8178801442	0.3622764804
2078	0.8178920532	0.3622711835
2079	0.8178920532	0.3622666382
2080	0.817863269	0.362261914
2081	0.8178751759	0.3622588361
2082	0.8178727945	0.3622536467
2083	0.817845096	0.3622490656
2084	0.8178593799	0.362243733
2085	0.817873663	0.3622383288
2086	0.8178665215	0.3622330677
2087	0.8178760435	0.3622290951
2088	0.8178879453	0.3622237624
2089	0.817885565	0.3622193603
2090	0.8178974664	0.3622148151
2091	0.8179022269	0.3622089098
2092	0.8179022269	0.362204973
2093	0.8179093673	0.3621998193
2094	0.8179165076	0.3621931982
2095	0.8179056816	0.362189333
2096	0.817951135	0.3621839645
2097	0.817936618	0.3621785245
2098	0.8179606549	0.3621735856
2099	0.8179654147	0.3621671435
2100	0.8179749341	0.3621627772
2101	0.8179701744	0.3621591982
2102	0.8179892125	0.3621541519
2103	0.8179915921	0.3621491772
2104	0.8180190816	0.362143594
2105	0.8180309798	0.3621391203
2106	0.8180381184	0.3621338593
2107	0.8180381184	0.362128634
2108	0.8180333593	0.3621229793
2109	0.8180476362	0.3621186845
2110	0.8180571536	0.3621130298
2111	0.8180619122	0.3621081266
2112	0.8180666708	0.3621034024
2113	0.8180798866	0.3620963877
2114	0.8180965419	0.3620920929
2115	0.8181036795	0.3620870108
2116	0.8181203332	0.3620817498
2117	0.818114251	0.3620778845
2118	0.8181190085	0.3620732319
2119	0.818123766	0.3620704045
2120	0.818123766	0.362066575
2121	0.8181261447	0.3620616003
2122	0.8181332806	0.3620568403
2123	0.818130902	0.3620535834
2124	0.8181451734	0.3620497182
2125	0.8181523088	0.3620448508
2126	0.8181642007	0.3620399119
2127	0.8181642007	0.3620346508
2128	0.8181845588	0.3620293898
2129	0.8181784702	0.3620253813
2130	0.8181903609	0.3620228045
2131	0.818199873	0.362016935
2132	0.8182070069	0.3620139645
2133	0.8182260296	0.3620098129
2134	0.8182056701	0.3620033708
2135	0.818221274	0.361997895
2136	0.8182426733	0.361992455
2137	0.8182426733	0.3619855118
2138	0.8182426733	0.3619797497
2139	0.8182545609	0.3619752403
2140	0.8182521834	0.3619691918
2141	0.8182365776	0.3619651118
2142	0.8182196302	0.361960996
2143	0.8182338914	0.3619565582
2144	0.8182386449	0.3619520487
2145	0.8182769895	0.361947396
2146	0.8182769895	0.3619443897
2147	0.818297352	0.3619402381
2148	0.8183116141	0.3619345118
2149	0.8183187448	0.3619317918
2150	0.8183078883	0.3619271034
2151	0.8183221481	0.3619211624
2152	0.8183221481	0.361915615
2153	0.8183269011	0.361910676
2154	0.8183292777	0.3619065245
2155	0.8183340306	0.3618998676
2156	0.818336407	0.3618964318
2157	0.8183411598	0.3618916002
2158	0.8183435362	0.3618876992
2159	0.8183387834	0.3618823308
2160	0.8183411598	0.3618764971
2161	0.8183591486	0.3618712718
2162	0.8183639015	0.3618667981
2163	0.8183506652	0.3618627539
2164	0.8183601702	0.361858316
2165	0.818357794	0.3618522676
2166	0.8183554177	0.3618472571
2167	0.8183601702	0.3618417813
2168	0.8183488574	0.3618356971
2169	0.8183654883	0.3618289686
2170	0.818367864	0.3618222402
2171	0.8184109729	0.3618173728
2172	0.8184157247	0.3618130423
2173	0.8184323554	0.3618079602
2174	0.8184323554	0.3618033792
2175	0.8184442337	0.3617979749
2176	0.8184513604	0.3617935728
2177	0.8184513604	0.3617899581
2178	0.8184608625	0.3617854486
2179	0.8184656133	0.3617814402
2180	0.8184727395	0.3617785413
2181	0.8184751148	0.3617743897
2182	0.8184751148	0.3617713118
2183	0.8184605012	0.3617659076
2184	0.818465251	0.3617621497
2185	0.8184723754	0.3617573539
2186	0.8184771249	0.3617533455
2187	0.8185131172	0.3617491939
2188	0.818469086	0.3617430381
2189	0.8184634218	0.3617397455
2190	0.8184833333	0.3617370255
2191	0.8184904566	0.3617329097
2192	0.8184880822	0.3617284002
2193	0.8185047027	0.3617236402
2194	0.8185213221	0.3617182002
2195	0.8185355664	0.3617137981
2196	0.8185403144	0.3617078212
2197	0.8185450622	0.3617041349
2198	0.81854981	0.3617014507
2199	0.81854981	0.3616965475
2200	0.8185521838	0.3616926823
2201	0.8185521838	0.3616877075
2202	0.8185593052	0.3616844865
2203	0.8185640527	0.3616799054
2204	0.8185664264	0.3616751812
2205	0.8185877888	0.3616689896
2206	0.8185949092	0.3616645517
2207	0.8185949092	0.3616588254
2208	0.818613896	0.3616528486
2209	0.8186162693	0.3616474444
2210	0.8186210157	0.3616417896
2211	0.8186210157	0.3616375307
2212	0.8186233889	0.3616324486
2213	0.8186376275	0.3616286191
2214	0.8186352545	0.3616245033
2215	0.8186400005	0.3616210317
2216	0.8186438175	0.3616152338
2217	0.818648563	0.361611118
2218	0.8186438175	0.3616060002
2219	0.818648563	0.3616007033
2220	0.8186556812	0.3615976612
2221	0.8186651717	0.361593438
2222	0.8186627991	0.3615878191
2223	0.8186722894	0.361581878
2224	0.8187073694	0.3615757222
2225	0.818714487	0.3615693875
2226	0.8187239769	0.3615651286
2227	0.8187126191	0.3615604401
2228	0.8187405834	0.3615549286
2229	0.8187500723	0.3615499538
2230	0.8187595609	0.3615445496
2231	0.8187434551	0.3615397538
2232	0.8187619329	0.3615348507
2233	0.8187690491	0.3615321307
2234	0.8187809088	0.3615255812
2235	0.8187913349	0.3615202128
2236	0.8188008227	0.3615144149
2237	0.8187942	0.3615102633
2238	0.8188013147	0.361505038
2239	0.8187942	0.3614990254
2240	0.8187894568	0.3614939433
2241	0.8187918284	0.3614895412
2242	0.8188036862	0.3614844233
2243	0.8187804616	0.3614797348
2244	0.8188060576	0.3614753327
2245	0.8188202861	0.3614706085
2246	0.8188226574	0.3614673875
2247	0.8188250287	0.3614622338
2248	0.8188368849	0.3614556485
2249	0.8188416272	0.3614518548
2250	0.8188439984	0.3614470233
2251	0.8188439984	0.3614426927
2252	0.8188335699	0.3614389348
2253	0.8188406829	0.361432779
2254	0.8188477957	0.3614274106
2255	0.8188549082	0.3614222569
2256	0.8188781381	0.3614175327
2257	0.818885251	0.361412558
2258	0.8188876219	0.3614079411
2259	0.8188899928	0.3614033243
2260	0.8188876219	0.3613997096
2261	0.818885251	0.3613945559
2262	0.8188715035	0.3613898675
2263	0.8188738741	0.3613852148
2264	0.8188786154	0.3613805622
2265	0.8188904681	0.3613760885
2266	0.8188857271	0.3613720443
2267	0.8188975795	0.3613672843
2268	0.8188975795	0.3613632401
2269	0.8188999499	0.3613599832
2270	0.8189094314	0.361356118
2271	0.818914172	0.3613487095
2272	0.8189094314	0.3613419453
2273	0.8189189125	0.3613380085
2274	0.8189283932	0.3613353601
2275	0.8189355035	0.3613319601
2276	0.8189497236	0.3613283095
2277	0.8189672667	0.3613232274
2278	0.8189587261	0.3613173222
2279	0.8189610959	0.3613125264
2280	0.8189587261	0.3613084106
2281	0.8189587261	0.3613042948
2282	0.8189705747	0.3613009664
2283	0.8190094651	0.3612971011
2284	0.8190213147	0.361292019
2285	0.8190189448	0.3612867937
2286	0.8190236845	0.3612824274
2287	0.8190307939	0.3612779537
2288	0.8190331637	0.3612737664
2289	0.8190331637	0.3612697579
2290	0.8190450121	0.3612665369
2291	0.8190497514	0.3612617769
2292	0.8190497514	0.3612578043
2293	0.8190450121	0.3612536169
2294	0.8190497514	0.3612497874
2295	0.8190521209	0.3612463874
2296	0.8190758155	0.3612407685
2297	0.8190805542	0.3612357221
2298	0.8190924004	0.3612312485
2299	0.819087662	0.3612267748
2300	0.819087662	0.3612231958
2301	0.8190900312	0.3612185074
2302	0.8190971388	0.361213819
2303	0.8190947696	0.3612089874
2304	0.8190947696	0.3612051579
2305	0.8190971388	0.3612011137
2306	0.8191018771	0.3611981074
2307	0.8191113533	0.3611943495
2308	0.819125567	0.3611914863
2309	0.8191208292	0.3611863327
2310	0.8191326736	0.3611829684
2311	0.8191165313	0.3611776716
2312	0.8191539921	0.3611730548
2313	0.8191539921	0.3611695474
2314	0.8191677681	0.3611649663
2315	0.8191634664	0.3611606716
2316	0.8191539921	0.3611554821
2317	0.8191539921	0.3611513305
2318	0.8191753088	0.3611477158
2319	0.8191753088	0.3611428842
2320	0.8191800456	0.3611400211
2321	0.819182414	0.3611369074
2322	0.819182414	0.3611335432
2323	0.8192084646	0.3611284253
2324	0.8192155689	0.3611233074
2325	0.8192132008	0.3611192632
2326	0.8192226729	0.3611148611
2327	0.8192439839	0.3611101368
2328	0.819272951	0.3611049832
2329	0.8192824233	0.3611006168
2330	0.8192676607	0.3610950695
2331	0.8192700282	0.3610900589
2332	0.8192989988	0.3610855853
2333	0.8192989988	0.3610816126
2334	0.8192989988	0.3610776758
2335	0.8193155732	0.3610735958
2336	0.8193250438	0.3610677621
2337	0.819329779	0.3610605684
2338	0.8193274114	0.36105724
2339	0.819329779	0.3610507263
2340	0.8193278225	0.3610452147
2341	0.8193254552	0.3610389158
2342	0.8193301896	0.3610343705
2343	0.8193207208	0.3610301831
2344	0.8193278225	0.3610243852
2345	0.8193325568	0.361019661
2346	0.8193301896	0.3610151158
2347	0.8193116614	0.3610116442
2348	0.8193258628	0.3610081368
2349	0.8193282296	0.3610026968
2350	0.8193538603	0.3609977579
2351	0.8193562273	0.3609925326
2352	0.8193562273	0.36098856
2353	0.8193680617	0.360982261
2354	0.8193656949	0.3609777515
2355	0.8193727953	0.3609729557
2356	0.8193252836	0.360967301
2357	0.8193509136	0.3609641515
2358	0.81935328	0.3609598568
2359	0.8193556463	0.3609573157
2360	0.819360379	0.3609532715
2361	0.8193627453	0.3609487621
2362	0.8193698442	0.3609440736
2363	0.8193722104	0.3609397431
2364	0.8193418469	0.3609349473
2365	0.8193536772	0.3609298652
2366	0.8193607751	0.3609247831
2367	0.8193412557	0.3609220989
2368	0.8193459867	0.3609168378
2369	0.8193530831	0.3609125431
2370	0.8193554485	0.3609071031
2371	0.8193578139	0.3609038105
2372	0.8193601793	0.3608985852
2373	0.8193625446	0.3608962231
2374	0.8193720058	0.360892322
2375	0.8193767363	0.3608884568
2376	0.8193720058	0.3608843052
2377	0.8193720058	0.3608797957
2378	0.8193767363	0.3608754652
2379	0.8194047341	0.360870061
2380	0.8194074821	0.360863261
2381	0.8194122119	0.3608575704
2382	0.8194122119	0.3608544568
2383	0.819447306	0.3608489452
2384	0.8194496709	0.3608463326
2385	0.8194520358	0.3608441494
2386	0.8194591304	0.3608395325
2387	0.8194567656	0.3608337704
2388	0.8194591304	0.3608296904
2389	0.8194405883	0.3608258968
2390	0.8194476821	0.3608217094
2391	0.8194476821	0.3608178799
2392	0.8194571401	0.3608126546
2393	0.8194713265	0.3608088968
2394	0.8194665978	0.3608045304
2395	0.8194736908	0.3608007367
2396	0.8194736908	0.3607972652
2397	0.8194760551	0.3607936504
2398	0.8194807836	0.3607881746
2399	0.8194855121	0.3607838441
2400	0.8194902404	0.3607804083
2401	0.8194926046	0.3607761852
2402	0.8194926046	0.3607709241
2403	0.8195020609	0.3607661283
2404	0.8195162448	0.3607615831
2405	0.8195209726	0.3607589346
2406	0.8195280641	0.3607548546
2407	0.8195375192	0.3607514904
2408	0.8195398829	0.360747303
2409	0.819572617	0.3607421852
2410	0.8195587918	0.3607378546
2411	0.8195587918	0.3607331304
2412	0.8195635188	0.3607308041
2413	0.8195587918	0.3607267241
2414	0.8195635188	0.3607245051
2415	0.8195611553	0.3607205683
2416	0.8195587918	0.3607165241
2417	0.8195506975	0.3607114778
2418	0.8195530609	0.3607077557
2419	0.8195577876	0.3607021725
2420	0.8195743304	0.3606979136
2421	0.8195790568	0.3606930462
2422	0.8195743304	0.3606901115
2423	0.8195719672	0.3606851367
2424	0.8195766936	0.3606815578
2425	0.8195790568	0.3606787304
2426	0.819583783	0.3606742567
2427	0.8195814199	0.3606703914
2428	0.8196165178	0.3606661325
2429	0.8196212441	0.3606620167
2430	0.8196259703	0.3606581872
2431	0.8196330595	0.3606525325
2432	0.8196306965	0.3606480588
2433	0.8196377855	0.360643442
2434	0.8196401485	0.3606397199
2435	0.8196909436	0.3606362483
2436	0.8196676557	0.3606312735
2437	0.8196771075	0.3606274083
2438	0.8196818333	0.360623543
2439	0.8196794704	0.3606189977
2440	0.8196771075	0.3606148104
2441	0.8196936473	0.3606090125
2442	0.8197007355	0.3606037156
2443	0.8197101861	0.360599242
2444	0.8197125487	0.3605958419
2445	0.8197243613	0.3605907598
2446	0.8197125487	0.3605871809
2447	0.8197371883	0.3605835304
2448	0.8197290862	0.3605787346
2449	0.819733811	0.3605742967
2450	0.8197456226	0.3605712546
2451	0.8197621579	0.3605663514
2452	0.8197668821	0.3605630588
2453	0.8197763303	0.3605586567
2454	0.8197834161	0.360553324
2455	0.8197881399	0.3605492798
2456	0.8197952255	0.3605437682
2457	0.8198046725	0.3605402251
2458	0.8198070342	0.3605364314
2459	0.8198117576	0.3605318861
2460	0.8198188425	0.3605269472
2461	0.8198188425	0.3605217935
2462	0.8198282887	0.3605176777
2463	0.8198282887	0.360512023
2464	0.8198387573	0.3605084798
2465	0.8198387573	0.3605044356
2466	0.8198387573	0.3605007851
2467	0.8198458421	0.3604973851
2468	0.8198458421	0.3604940209
2469	0.8198529266	0.3604911935
2470	0.8198505651	0.3604871493
2471	0.8198647336	0.360481924
2472	0.8198684311	0.3604761619
2473	0.8198684311	0.3604719388
2474	0.8198637088	0.3604678588
2475	0.8198637088	0.3604625977
2476	0.8198825976	0.3604576587
2477	0.8198849585	0.3604541872
2478	0.8198944023	0.3604502503
2479	0.8199180102	0.3604453114
2480	0.8199250921	0.3604404798
2481	0.8199250921	0.3604371872
2482	0.8199321738	0.360432284
2483	0.8199345344	0.3604283472
2484	0.8199439763	0.3604229072
2485	0.8199486971	0.3604188987
2486	0.8199557782	0.3604131008
2487	0.8199534178	0.3604102735
2488	0.8199581385	0.3604060861
2489	0.8199604988	0.3604035808
2490	0.8199604988	0.3604001093
2491	0.8199675795	0.3603964587
2492	0.8199746601	0.360394025
2493	0.8199746601	0.3603903745
2494	0.8199746601	0.360385364
2495	0.8199817405	0.3603807471
2496	0.8199864606	0.3603764166
2497	0.8199841006	0.3603717282
2498	0.8199935406	0.3603675408
2499	0.8200006205	0.3603631029
2500	0.8199959006	0.360359524
2501	0.8200053403	0.3603547282
2502	0.8199938283	0.3603506482
2503	0.8200171393	0.360345924
2504	0.8199985474	0.3603411282
2505	0.820000907	0.3603354019
2506	0.820005626	0.3603308208
2507	0.8200103449	0.3603264903
2508	0.8200197825	0.3603218019
2509	0.8200315789	0.3603156819
2510	0.8200339382	0.3603098124
2511	0.820045734	0.3603050882
2512	0.8200480931	0.3602986103
2513	0.8200551703	0.360294745
2514	0.8200669651	0.3602905219
2515	0.8200716829	0.3602851892
2516	0.8200764006	0.3602807513
2517	0.8200764006	0.3602753829
2518	0.8200764006	0.3602718397
2519	0.820069324	0.360265684
2520	0.8200811182	0.360261604
2521	0.8200716829	0.3602565576
2522	0.8200787594	0.3602513682
2523	0.8200881945	0.3602475745
2524	0.8200881945	0.3602422061
2525	0.8200952705	0.3602384482
2526	0.8200976292	0.3602336524
2527	0.8200976292	0.3602297155
2528	0.8200976292	0.3602266376
2529	0.8201070635	0.3602222355
2530	0.8201070635	0.3602196945
2531	0.8201023464	0.3602146124
2532	0.8201094221	0.3602103534
2533	0.8201212144	0.3602053787
2534	0.8201306479	0.3601999387
2535	0.8201259312	0.3601955366
2536	0.8201212144	0.3601915281
2537	0.8201282896	0.3601882713
2538	0.8201306479	0.3601848355
2539	0.8201330062	0.3601801829
2540	0.8201306479	0.3601771766
2541	0.8201306479	0.3601734545
2542	0.8201353645	0.3601707345
2543	0.8201353645	0.3601668334
2544	0.8201353645	0.3601625744
2545	0.8201424393	0.3601578502
2546	0.8201204286	0.3601530902
2547	0.820127502	0.3601499408
2548	0.8201730943	0.3601445723
2549	0.8201825258	0.3601393829
2550	0.8201872415	0.3601360902
2551	0.8201966725	0.3601309723
2552	0.8201990303	0.360124566
2553	0.8202037456	0.3601197344
2554	0.8202155336	0.360115905
2555	0.8202226061	0.3601115029
2556	0.8202226061	0.3601092123
2557	0.8201929839	0.3601053829
2558	0.8202000551	0.360101625
2559	0.820207126	0.3600969723
2560	0.8202118399	0.3600928923
2561	0.8202118399	0.3600892418
2562	0.8202118399	0.3600838734
2563	0.820182745	0.3600790418
2564	0.8201803884	0.360073566
2565	0.8202165537	0.3600683765
2566	0.8202283377	0.3600642249
2567	0.8202283377	0.3600597513
2568	0.8202306945	0.3600573892
2569	0.8202401212	0.3600539534
2570	0.8202039536	0.3600495155
